cid	seat	role	power	time	exit	scope	agent_seat	d	chi	type_token	raw_derivation	raw_type	metric_type	perceived	signature	imm_hole
liability_termination_visibility	bankruptcy_courts_and_insolvency_administrators	agenda_setter	institutional	biographical	constrained	national	true	0.140000	-0.019618	naturalized	ok	naturalized	naturalized	immutable	constructed_high_extraction	false
liability_termination_visibility	prudential_regulators_and_deposit_insurers	agenda_setter	institutional	generational	constrained	national	true	0.140000	-0.019618	rope	ok	rope	rope	changeable	constructed_high_extraction	false
liability_termination_visibility	reinsurance_and_swap_counterparties	beneficiary	powerful	biographical	mobile	global	true	0.250000	0.107040	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
liability_termination_visibility	the_skolnick_auditor_analytical_observer	observer	analytical	civilizational	analytical	global	true	0.720000	1.109644	snare	ok	snare	snare	immutable	constructed_high_extraction	false
livelihood_security_reading	central_planning_authority	agenda_setter	institutional	generational	analytical	national	true	0.120000	-0.017746	unknown	ok	unknown	unknown	changeable	false_ci_rope	true
livelihood_security_reading	service_sector_workers	beneficiary	organized	biographical	constrained	national	true	0.270000	0.059520	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
livelihood_security_reading	household_consumers	beneficiary	organized	biographical	constrained	national	true	0.270000	0.059520	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
livelihood_security_reading	elderly_population	beneficiary	powerless	immediate	trapped	national	true	0.300000	0.081273	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
livelihood_security_reading	capital_intensive_industrial_sectors	payer	powerful	generational	constrained	national	true	0.870000	0.560050	unknown	ok	unknown	unknown	changeable	false_ci_rope	false
livelihood_security_reading	local_government_infrastructure_budgets	payer	institutional	generational	trapped	regional	true	0.900000	0.513553	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
livelihood_security_reading	export_oriented_manufacturers	payer	powerful	biographical	mobile	global	true	0.850000	0.662526	unknown	ok	unknown	unknown	changeable	false_ci_rope	false
livelihood_security_reading	development_economists	observer	analytical	generational	analytical	global	true	0.720000	0.575371	unknown	ok	unknown	unknown	changeable	false_ci_rope	true
llm_synthesis_capacity	individual_synthesizers	beneficiary	moderate	biographical	mobile	global	true	0.250000	0.023787	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
llm_synthesis_capacity	interdisciplinary_researchers	beneficiary	powerful	biographical	mobile	global	true	0.250000	0.023787	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
llm_synthesis_capacity	patient_advocates	beneficiary	moderate	immediate	mobile	global	true	0.250000	0.023787	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
llm_synthesis_capacity	independent_scholars	beneficiary	moderate	biographical	mobile	global	true	0.250000	0.023787	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
llm_synthesis_capacity	institutional_gatekeepers	observer	institutional	generational	constrained	global	true	0.740000	0.253665	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
llm_synthesis_capacity	academic_institutions	observer	institutional	generational	constrained	global	true	0.740000	0.253665	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
longevity_mismatch	divorce_industry_professionals	beneficiary	organized	biographical	mobile	national	true	0.250000	0.013215	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	false
longevity_mismatch	relationship_therapy_sector	beneficiary	organized	biographical	mobile	global	true	0.250000	0.015858	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	false
longevity_mismatch	serial_monogamy_advocates	beneficiary	moderate	biographical	mobile	global	true	0.250000	0.015858	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	false
longevity_mismatch	long_term_partners	payer	powerless	biographical	constrained	universal	true	0.870000	0.160014	rope	ok	rope	scaffold	immutable	coupling_invariant_rope	false
longevity_mismatch	children_of_late_divorces	payer	powerless	biographical	trapped	universal	true	0.900000	0.163033	rope	ok	rope	scaffold	immutable	coupling_invariant_rope	false
longevity_mismatch	evolutionary_psychologists	observer	analytical	generational	analytical	global	true	0.720000	0.164392	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	true
longevity_mismatch	demographers	observer	analytical	generational	analytical	global	true	0.720000	0.164392	rope	ok	rope	scaffold	changeable	coupling_invariant_rope	true
lycurgan_laws__demographic_trap_reading	conservative_ephorate	agenda_setter	institutional	generational	arbitrage	regional	true	0.090000	-0.048850	rope	ok	rope	rope	changeable	constructed_high_extraction	false
lycurgan_laws__demographic_trap_reading	agrarian_oligarchy	beneficiary	powerful	biographical	constrained	regional	true	0.270000	0.104586	naturalized	ok	naturalized	naturalized	immutable	constructed_high_extraction	false
lycurgan_laws__demographic_trap_reading	spartiate_citizen_body	payer	powerless	biographical	identity_locked	regional	true	0.890000	0.996766	snare	ok	snare	snare	changeable	constructed_high_extraction	false
lycurgan_laws__demographic_trap_reading	women_and_perioikoi	payer	powerless	biographical	trapped	regional	true	0.900000	1.002652	snare	ok	snare	snare	immutable	constructed_high_extraction	false
lycurgan_laws__demographic_trap_reading	younger_sons_and_dispossessed	payer	powerless	biographical	identity_locked	regional	true	0.890000	0.996766	snare	ok	snare	snare	changeable	constructed_high_extraction	false
lycurgan_laws__demographic_trap_reading	ephorate_and_gerousia	observer	institutional	generational	analytical	regional	true	0.720000	0.842507	snare	ok	snare	snare	changeable	constructed_high_extraction	true
lycurgan_laws__demographic_trap_reading	external_philosophers_historians	observer	analytical	civilizational	analytical	global	true	0.720000	1.123343	snare	ok	snare	snare	immutable	constructed_high_extraction	false
measurement_architecture_reading	formal_measurement_theorists	beneficiary	analytical	generational	analytical	universal	true	0.250000	0.019822	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	true
measurement_architecture_reading	audit_framework_designers	beneficiary	institutional	biographical	mobile	global	true	0.250000	0.023787	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
measurement_architecture_reading	ontological_realists	excluded	analytical	generational	analytical	universal	false	0.900000	0.244549	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	true
measurement_architecture_reading	vocabulary_minimalists	excluded	analytical	biographical	analytical	universal	false	0.900000	0.244549	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	true
measurement_architecture_reading	applied_measurement_practitioners	observer	organized	biographical	mobile	global	true	0.720000	0.246588	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
measurement_authority_decoupling	authority_that_controls_selection_criteria	agenda_setter	institutional	generational	arbitrage	national	true	0.090000	-0.046997	rope	ok	rope	rope	changeable	constructed_high_extraction	false
measurement_authority_decoupling	measurement_technicians	agenda_setter	moderate	biographical	constrained	national	true	0.140000	-0.017196	piton	ok	piton	piton	immutable	constructed_high_extraction	false
measurement_authority_decoupling	those_selected_without_recourse_to_measurable_merit	payer	powerless	biographical	trapped	local	true	0.900000	0.771688	snare	ok	snare	snare	immutable	constructed_high_extraction	false
measurement_authority_decoupling	those_selected_by_favorable_undisclosed_criteria	beneficiary	moderate	biographical	constrained	local	true	0.270000	0.080494	piton	ok	piton	piton	immutable	constructed_high_extraction	false
measurement_authority_decoupling	external_auditors	excluded	organized	biographical	constrained	national	false	0.920000	0.975117	snare	ok	snare	snare	immutable	constructed_high_extraction	false
measurement_authority_decoupling	outcome_observers	observer	analytical	generational	analytical	national	true	0.720000	0.810542	snare	ok	snare	snare	changeable	constructed_high_extraction	true
mechanism_defensibility_burden	accountable_member_author	agenda_setter	moderate	biographical	mobile	national	true	0.120000	-0.007605	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
mechanism_defensibility_burden	paper_readers	beneficiary	moderate	biographical	mobile	global	true	0.250000	0.023787	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
mechanism_defensibility_burden	future_replicators	beneficiary	moderate	generational	mobile	global	true	0.250000	0.023787	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
mechanism_defensibility_burden	unpublished_corpus_community	observer	organized	generational	analytical	local	true	0.720000	0.164392	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	true
menu_curation_capture	the_declarant_with_slack	beneficiary	moderate	biographical	arbitrage	local	true	0.220000	0.036482	piton	ok	piton	piton	changeable	constructed_high_extraction	false
menu_curation_capture	the_excluded_stakeholder_e_g_the_parent	payer	powerless	biographical	trapped	local	true	0.900000	0.739082	unknown	ok	unknown	unknown	immutable	constructed_high_extraction	false
menu_curation_capture	adversarial_reviewers	excluded	moderate	immediate	constrained	local	false	0.920000	0.747132	unknown	ok	unknown	unknown	immutable	constructed_high_extraction	false
menu_curation_capture	llm_tooling_provider	observer	institutional	generational	analytical	global	true	0.720000	0.931553	unknown	ok	unknown	unknown	changeable	constructed_high_extraction	true
menu_curation_capture	epistemic_community_observers	observer	analytical	civilizational	analytical	global	true	0.720000	0.931553	unknown	ok	unknown	unknown	immutable	constructed_high_extraction	false
mitochondrial_demand_signal_deficiency	supplement_industry	beneficiary	organized	biographical	mobile	global	true	0.250000	0.089861	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
mitochondrial_demand_signal_deficiency	longevity_intervention_researchers	agenda_setter	institutional	biographical	constrained	global	true	0.140000	-0.019763	naturalized	ok	naturalized	naturalized	immutable	constructed_high_extraction	false
mitochondrial_demand_signal_deficiency	patients_attributing_decline_to_inevitability	payer	powerless	biographical	identity_locked	local	true	0.890000	0.734743	snare	ok	snare	snare	changeable	constructed_high_extraction	false
mitochondrial_demand_signal_deficiency	elderly_populations_purchasing_interventions	payer	moderate	immediate	constrained	regional	true	0.870000	0.816073	snare	ok	snare	snare	immutable	constructed_high_extraction	false
mitochondrial_demand_signal_deficiency	gerontology_structural_aging_researchers	excluded	institutional	generational	mobile	global	false	0.900000	1.108623	snare	ok	snare	snare	changeable	constructed_high_extraction	false
mitochondrial_demand_signal_deficiency	clinical_geriatricians	observer	institutional	biographical	analytical	national	true	0.720000	0.776294	snare	ok	snare	snare	changeable	constructed_high_extraction	true
mitochondrial_demand_signal_deficiency	health_insurance_systems	payer	institutional	generational	constrained	national	true	0.870000	0.906748	snare	ok	snare	snare	changeable	constructed_high_extraction	false
mixed_sector_survival_bind	hypothesis_credibility_and_ordinary_matter_survival	payer	analytical	civilizational	trapped	universal	true	0.900000	0.923852	unknown	ok	unknown	unknown	changeable	constructed_high_extraction	false
mixed_sector_survival_bind	nonperturbative_matter_sector_research_program	beneficiary	organized	generational	mobile	global	true	0.250000	0.089861	scaffold	ok	scaffold	scaffold	changeable	constructed_high_extraction	false
mixed_sector_survival_bind	observational_falsification_program_advocates	beneficiary	institutional	biographical	arbitrage	global	true	0.220000	0.054723	scaffold	ok	scaffold	scaffold	changeable	constructed_high_extraction	false
mixed_sector_survival_bind	planetary_and_solar_stability_record	excluded	analytical	civilizational	analytical	universal	false	0.900000	0.923852	unknown	ok	unknown	unknown	immutable	constructed_high_extraction	false
mixed_sector_survival_bind	field_theory_consistency_critics	excluded	organized	generational	mobile	global	false	0.900000	1.108623	unknown	ok	unknown	unknown	changeable	constructed_high_extraction	false
model_collapse_feedback	current_generation_deployers	agenda_setter	institutional	biographical	mobile	global	true	0.120000	-0.039548	rope	ok	rope	rope	changeable	constructed_high_extraction	false
model_collapse_feedback	synthetic_data_vendors	beneficiary	powerful	biographical	mobile	global	true	0.250000	0.103075	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
model_collapse_feedback	future_model_quality	payer	powerless	generational	trapped	universal	false	0.900000	1.059713	snare	ok	snare	snare	immutable	constructed_high_extraction	false
model_collapse_feedback	downstream_researchers	payer	moderate	biographical	constrained	global	true	0.870000	1.248112	snare	ok	snare	snare	immutable	constructed_high_extraction	false
model_collapse_feedback	information_ecosystem_integrity	payer	powerless	civilizational	trapped	universal	false	0.900000	1.059713	snare	ok	snare	snare	changeable	constructed_high_extraction	false
model_collapse_feedback	minority_distribution_communities	payer	powerless	generational	trapped	regional	true	0.900000	0.953742	snare	ok	snare	snare	immutable	constructed_high_extraction	false
model_collapse_feedback	benchmark_evaluation_community	beneficiary	organized	biographical	mobile	global	true	0.250000	0.103075	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
model_collapse_feedback	data_provenance_advocates	excluded	moderate	generational	constrained	global	false	0.920000	1.285507	snare	ok	snare	snare	changeable	constructed_high_extraction	false
model_collapse_feedback	computational_epistemology_researchers	observer	analytical	generational	analytical	global	true	0.720000	1.068546	snare	ok	snare	snare	changeable	constructed_high_extraction	true
money_governance_coupling_flat_control	founding_drafting_committee	agenda_setter	institutional	generational	arbitrage	national	true	0.090000	-0.027801	rope	ok	rope	rope	changeable	false_ci_rope	false
money_governance_coupling_flat_control	signatory_members	beneficiary	organized	biographical	constrained	national	true	0.270000	0.059520	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
money_governance_coupling_flat_control	excluded_unpublished_researchers	excluded	powerless	biographical	trapped	national	false	0.950000	0.585037	tangled_rope	ok	tangled_rope	tangled_rope	immutable	false_ci_rope	false
money_governance_coupling_flat_control	member_authors_of_prior_work	payer	moderate	biographical	constrained	national	true	0.870000	0.560050	tangled_rope	ok	tangled_rope	tangled_rope	immutable	false_ci_rope	false
money_governance_coupling_flat_control	protocol_token_holders	payer	organized	generational	constrained	global	true	0.870000	0.672060	tangled_rope	ok	tangled_rope	tangled_rope	changeable	false_ci_rope	false
money_governance_coupling_flat_control	external_academic_reviewers	observer	analytical	generational	analytical	global	true	0.720000	0.575371	tangled_rope	ok	tangled_rope	tangled_rope	changeable	false_ci_rope	true
moral_causation_locus_flat_control	dispositional_attribution_researchers	agenda_setter	institutional	generational	constrained	global	true	0.140000	-0.019763	rope	ok	rope	rope	changeable	constructed_high_extraction	false
moral_causation_locus_flat_control	character_education_institutions	beneficiary	institutional	generational	constrained	national	true	0.270000	0.096366	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
moral_causation_locus_flat_control	criminal_justice_systems	beneficiary	institutional	generational	identity_locked	national	true	0.290000	0.119446	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
moral_causation_locus_flat_control	situational_attribution_researchers	payer	organized	biographical	constrained	global	true	0.870000	1.088098	snare	ok	snare	snare	immutable	constructed_high_extraction	false
moral_causation_locus_flat_control	structural_reform_advocates	payer	organized	generational	mobile	national	true	0.850000	0.893884	snare	ok	snare	snare	changeable	constructed_high_extraction	false
moral_causation_locus_flat_control	individuals_blamed_for_situational_failures	payer	powerless	biographical	trapped	local	true	0.900000	0.739082	snare	ok	snare	snare	immutable	constructed_high_extraction	false
moral_causation_locus_flat_control	experimental_social_psychologists	observer	institutional	generational	analytical	global	true	0.720000	0.931553	snare	ok	snare	snare	changeable	constructed_high_extraction	true
nad_precursor_bioavailability	supplement_manufacturers	agenda_setter	powerful	biographical	mobile	global	true	0.120000	-0.034478	rope	ok	rope	rope	changeable	constructed_high_extraction	false
nad_precursor_bioavailability	consumers_expecting_functional_improvement	payer	moderate	biographical	constrained	global	true	0.870000	1.088098	snare	ok	snare	snare	immutable	constructed_high_extraction	false
nad_precursor_bioavailability	aging_adults_with_limited_resources	payer	powerless	immediate	trapped	national	true	0.900000	0.923852	snare	ok	snare	snare	immutable	constructed_high_extraction	false
nad_precursor_bioavailability	longevity_influencers	beneficiary	organized	biographical	mobile	global	true	0.250000	0.089861	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
nad_precursor_bioavailability	aging_biology_researchers	observer	institutional	generational	analytical	global	true	0.720000	0.931553	snare	ok	snare	snare	changeable	constructed_high_extraction	true
nad_precursor_bioavailability	regulatory_authorities	observer	institutional	generational	analytical	national	true	0.720000	0.776294	snare	ok	snare	snare	changeable	constructed_high_extraction	true
nad_precursor_bioavailability	mitochondrial_biologists	excluded	moderate	generational	analytical	global	false	0.900000	1.108623	snare	ok	snare	snare	changeable	constructed_high_extraction	true
negative_vs_positive_decision_structure	individuals_with_resourced_option_sets	beneficiary	moderate	biographical	mobile	local	true	0.250000	0.015858	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
negative_vs_positive_decision_structure	structurally_constrained_individuals	payer	powerless	biographical	trapped	local	true	0.900000	0.195639	scaffold	ok	scaffold	scaffold	immutable	false_ci_rope	false
negative_vs_positive_decision_structure	self_help_authors_and_coaches	beneficiary	organized	generational	arbitrage	global	true	0.220000	0.014485	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
negative_vs_positive_decision_structure	dependents_and_partners	excluded	powerless	biographical	trapped	local	false	0.950000	0.200584	scaffold	ok	scaffold	scaffold	immutable	false_ci_rope	false
negative_vs_positive_decision_structure	capabilities_researchers	observer	institutional	generational	analytical	global	true	0.720000	0.246588	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	true
negotiated_agency_reading	self_help_industry_moderates	agenda_setter	organized	generational	arbitrage	national	true	0.090000	-0.021182	rope	ok	rope	rope	changeable	false_ci_rope	false
negotiated_agency_reading	resilience_coaching_practitioners	beneficiary	moderate	biographical	mobile	regional	true	0.250000	0.031716	rope	ok	rope	rope	changeable	false_ci_rope	false
negotiated_agency_reading	individuals_with_marginal_agency_gains	beneficiary	moderate	biographical	constrained	local	true	0.270000	0.036279	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
negotiated_agency_reading	structurally_trapped_low_income_workers	payer	powerless	immediate	trapped	national	true	0.900000	0.434754	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
negotiated_agency_reading	chronically_ill_individuals_told_to_optimize_mindset	payer	powerless	biographical	trapped	national	true	0.900000	0.434754	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
negotiated_agency_reading	sovereign_agency_advocates	excluded	organized	generational	analytical	national	false	0.900000	0.434754	unknown	ok	unknown	unknown	changeable	false_ci_rope	true
negotiated_agency_reading	structural_critics	excluded	organized	generational	analytical	national	false	0.900000	0.434754	unknown	ok	unknown	unknown	changeable	false_ci_rope	true
negotiated_agency_reading	philosophy_of_action_researchers	observer	analytical	civilizational	analytical	global	true	0.720000	0.438378	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
neutron_star_bombardment_reading	binary_system_theorists	beneficiary	organized	biographical	mobile	global	true	0.250000	0.015858	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
neutron_star_bombardment_reading	high_energy_astrophysics_programs	beneficiary	institutional	generational	mobile	global	true	0.250000	0.015858	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
neutron_star_bombardment_reading	superheavy_element_researchers	excluded	organized	biographical	mobile	global	false	0.900000	0.195639	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
neutron_star_bombardment_reading	observational_spectroscopists	observer	organized	biographical	analytical	global	true	0.720000	0.164392	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	true
nonperturbative_matter_sector_reading	composite_monopole_research_program	agenda_setter	organized	generational	constrained	global	true	0.140000	-0.017728	rope	ok	rope	rope	changeable	constructed_high_extraction	false
nonperturbative_matter_sector_reading	macro_dark_matter_model_builders	beneficiary	organized	generational	constrained	global	true	0.270000	0.103736	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
nonperturbative_matter_sector_reading	primordial_black_hole_seed_theorists	beneficiary	moderate	generational	constrained	global	true	0.270000	0.103736	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
nonperturbative_matter_sector_reading	parsimony_arguments	payer	analytical	civilizational	analytical	universal	false	0.850000	0.801867	tangled_rope	ok	tangled_rope	tangled_rope	immutable	constructed_high_extraction	false
nonperturbative_matter_sector_reading	free_monopole_search_experimentalists	payer	organized	biographical	constrained	global	true	0.870000	0.976088	unknown	ok	unknown	unknown	immutable	constructed_high_extraction	false
nonperturbative_matter_sector_reading	early_career_researchers_outside_program	payer	powerless	biographical	constrained	national	true	0.870000	0.813406	tangled_rope	ok	tangled_rope	tangled_rope	immutable	constructed_high_extraction	false
nonperturbative_matter_sector_reading	theoretical_physics_community	observer	institutional	generational	analytical	global	true	0.720000	0.835658	tangled_rope	ok	tangled_rope	tangled_rope	changeable	constructed_high_extraction	true
notability_guidelines__deliberative_reading	afd_participants	agenda_setter	organized	generational	mobile	global	true	0.120000	-0.014197	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
notability_guidelines__deliberative_reading	wikipedia_editor_community	beneficiary	organized	generational	mobile	global	true	0.250000	0.037001	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
notability_guidelines__deliberative_reading	encyclopedia_readers	beneficiary	powerless	civilizational	mobile	global	true	0.250000	0.037001	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
notability_guidelines__deliberative_reading	article_subjects_in_contested_categories	payer	powerless	biographical	trapped	global	true	0.900000	0.456492	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
notability_guidelines__deliberative_reading	novice_editors_unfamiliar_with_precedent	payer	powerless	immediate	constrained	global	true	0.870000	0.448040	scaffold	ok	scaffold	scaffold	immutable	false_ci_rope	false
notability_guidelines__deliberative_reading	deletion_review_administrators	agenda_setter	institutional	generational	mobile	global	true	0.120000	-0.014197	scaffold	ok	scaffold	scaffold	changeable	false_ci_rope	false
notability_guidelines__deliberative_reading	wikimedia_foundation	observer	institutional	civilizational	analytical	global	true	0.720000	0.383581	scaffold	ok	scaffold	scaffold	immutable	false_ci_rope	false
omega_production_cost_asymmetry	llm_assisted_analysts_with_institutional_slack	beneficiary	organized	biographical	arbitrage	global	true	0.220000	0.049090	scaffold	ok	scaffold	scaffold	changeable	false_natural_law	false
omega_production_cost_asymmetry	institutions_that_can_point_to_omega_registers_as_rigor	beneficiary	institutional	generational	mobile	national	true	0.250000	0.067175	scaffold	ok	scaffold	scaffold	changeable	false_natural_law	false
omega_production_cost_asymmetry	analysts_without_time_or_tooling_to_curate_omega_menus	payer	moderate	biographical	constrained	national	true	0.870000	0.813406	unknown	ok	unknown	unknown	immutable	false_natural_law	false
omega_production_cost_asymmetry	parties_bound_by_real_precommitments_who_absorb_disconfirmation	payer	powerless	biographical	trapped	local	true	0.900000	0.663000	unknown	ok	unknown	unknown	immutable	false_natural_law	false
omega_production_cost_asymmetry	model_providers	excluded	institutional	generational	arbitrage	global	false	0.870000	0.976088	unknown	ok	unknown	unknown	changeable	false_natural_law	false
omega_production_cost_asymmetry	philosophy_of_science_observers	observer	analytical	civilizational	analytical	universal	true	0.720000	0.696381	unknown	ok	unknown	unknown	immutable	false_natural_law	false
ontological_commitment_reading	measurement_theorists	agenda_setter	institutional	generational	mobile	global	true	0.120000	-0.034478	rope	ok	rope	rope	changeable	constructed_high_extraction	false
ontological_commitment_reading	formal_epistemologists	beneficiary	institutional	generational	mobile	global	true	0.250000	0.089861	naturalized	ok	naturalized	naturalized	changeable	constructed_high_extraction	false
ontological_commitment_reading	applied_practitioners	payer	moderate	biographical	constrained	regional	true	0.870000	0.816073	snare	ok	snare	snare	immutable	constructed_high_extraction	false
ontological_commitment_reading	interdisciplinary_researchers	payer	moderate	biographical	constrained	global	true	0.870000	1.088098	snare	ok	snare	snare	immutable	constructed_high_extraction	false
ontological_commitment_reading	alternative_framework_proponents	excluded	moderate	biographical	trapped	global	false	0.950000	1.136643	snare	ok	snare	snare	immutable	constructed_high_extraction	false
ontological_commitment_reading	philosophy_of_science_observers	observer	institutional	generational	analytical	global	true	0.720000	0.931553	snare	ok	snare	snare	changeable	constructed_high_extraction	true
operational_security_reading	covenant_project_core_maintainers	agenda_setter	institutional	generational	arbitrage	national	true	0.090000	-0.027801	rope	ok	rope	rope	changeable	false_ci_rope	false
operational_security_reading	corpus_source_community	beneficiary	organized	biographical	trapped	regional	true	0.300000	0.073146	unknown	ok	unknown	unknown	immutable	false_ci_rope	false
operational_security_reading	willing_to_be_identified_members	payer	powerless	biographical	trapped	local	true	0.900000	0.456492	tangled_rope	ok	tangled_rope	tangled_rope	immutable	false_ci_rope	false
operational_security_reading	external_reviewers_and_replicators	payer	moderate	biographical	constrained	global	true	0.870000	0.672060	tangled_rope	ok	tangled_rope	tangled_rope	immutable	false_ci_rope	false
operational_security_reading	prospective_downstream_researchers	payer	moderate	generational	constrained	global	true	0.870000	0.672060	tangled_rope	ok	tangled_rope	tangled_rope	changeable	false_ci_rope	false
operational_security_reading	unpublished_successor_works	beneficiary	institutional	civilizational	analytical	national	false	0.250000	0.046252	rope	ok	rope	rope	immutable	false_ci_rope	false
operational_security_reading	peer_review_committees	observer	institutional	biographical	analytical	national	true	0.720000	0.479476	tangled_rope	ok	tangled_rope	tangled_rope	changeable	false_ci_rope	true
organization_floor_c0	organized_labor_unions	beneficiary	organized	generational	mobile	national	true	0.250000	0.046252	scaffold	ok	scaffold	scaffold	changeable	false_natural_law	false
organization_floor_c0	professional_associations	beneficiary	organized	generational	mobile	national	true	0.250000	0.046252	scaffold	ok	scaffold	scaffold	changeable	false_natural_law	false
organization_floor_c0	industry_coalitions	beneficiary	powerful	biographical	arbitrage	national	true	0.220000	0.028166	scaffold	ok	scaffold	scaffold	changeable	false_natural_law	false
organization_floor_c0	advocacy_organizations	beneficiary	organized	generational	constrained	national	true	0.270000	0.059520	scaffold	ok	scaffold	scaffold	changeable	false_natural_law	false
organization_floor_c0	unorganized_mass_publics	payer	powerless	immediate	trapped	national	true	0.900000	0.570615	unknown	ok	unknown	unknown	immutable	false_natural_law	false
organization_floor_c0	diffuse_consumer_interests	payer	powerless	immediate	trapped	national	true	0.900000	0.570615	unknown	ok	unknown	unknown	immutable	false_natural_law	false
organization_floor_c0	geographically_dispersed_groups	payer	powerless	biographical	trapped	continental	true	0.900000	0.627676	unknown	ok	unknown	unknown	immutable	false_natural_law	false
organization_floor_c0	political_scientists	observer	analytical	generational	analytical	global	true	0.720000	0.575371	unknown	ok	unknown	unknown	changeable	false_natural_law	true
organization_floor_c0	institutional_reformers	excluded	moderate	generational	constrained	national	false	0.920000	0.576830	unknown	ok	unknown	unknown	changeable	false_natural_law	false
paper_ready_boundary_flat_control	editorial_board	agenda_setter	institutional	generational	arbitrage	national	true	0.090000	-0.027801	rope	ok	rope	rope	changeable	false_ci_rope	false
paper_ready_boundary_flat_control	cited_authors_of_record	beneficiary	powerful	biographical	mobile	national	true	0.250000	0.046252	rope	ok	rope	rope	changeable	false_ci_rope	false
paper_ready_boundary_flat_control	unpublished_corpus_contributors	payer	moderate	biographical	constrained	national	true	0.870000	0.560050	tangled_rope	ok	tangled_rope	tangled_rope	immutable	false_ci_rope	false
paper_ready_boundary_flat_control	doctrinally_named_working_groups	payer	organized	generational	trapped	national	true	0.900000	0.570615	tangled_rope	ok	tangled_rope	tangled_rope	immutable	false_ci_rope	false
paper_ready_boundary_flat_control	external_replication_researchers	excluded	powerless	biographical	trapped	global	false	0.950000	0.702044	tangled_rope	ok	tangled_rope	tangled_rope	immutable	false_ci_rope	false
paper_ready_boundary_flat_control	downstream_protocol_implementers	beneficiary	organized	generational	mobile	global	true	0.250000	0.055502	rope	ok	rope	rope	changeable	false_ci_rope	false
paper_ready_boundary_flat_control	governance_auditors	observer	analytical	generational	analytical	global	true	0.720000	0.575371	tangled_rope	ok	tangled_rope	tangled_rope	changeable	false_ci_rope	true
partition_choice_reading	forecasting_institutions	agenda_setter	institutional	generational	mobile	global	true	0.120000	-0.034478	rope	ok	rope	rope	changeable	constructed_high_extraction	false
partition_choice_reading	capability_assessment_frameworks	beneficiary	institutional	biographical	constrained	global	true	0.270000	0.115640	naturalized	ok	naturalized	naturalized	immutable	constructed_high_extraction	false
partition_choice_reading	timeline_dependent_actors	payer	powerful	biographical	constrained	global	true	0.870000	1.088098	snare	ok	snare	snare	immutable	constructed_high_extraction	false
partition_choice_reading	resource_allocation_decision_makers	payer	institutional	biographical	constrained	national	true	0.870000	0.906748	snare	ok	snare	snare	immutable	constructed_high_extraction	false
partition_choice_reading	ai_capability_researchers	payer	organized	biographical	mobile	global	true	0.850000	1.072661	snare	ok	snare	snare	changeable	constructed_high_extraction	false
