constraint	structural	purity
irc_469_material_participation_kernel__statutory_ambiguity_substrate	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
irc_469_material_participation_kernel__strategic_shelter_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.4663333333333334
irc_469_material_participation_kernel__strict_gatekeeper_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
irish_language_suppression	contaminated+factorization+nonsensical_coupling+excess_extraction	0.6083333333333334
irony_absorption_mechanism	contaminated+factorization+nonsensical_coupling+excess_extraction	0.45833333333333337
jati_practice_norm__colonial_census_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.38999999999999996
jati_practice_norm__localized_practice_reading	contaminated+excess_extraction	0.9440000000000001
jati_practice_norm__orthodox_textual_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
jcpoa_treaty_bindingness__binding_multilateral_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.6938333333333334
jcpoa_treaty_bindingness__graduated_compliance_reading	contaminated+excess_extraction	0.8320000000000001
jcpoa_treaty_bindingness__transactional_provisional_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.2788333333333334
jevons_paradox	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4621666666666667
jihad_quranic_corpus__defensive_spiritual_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4501666666666667
jihad_quranic_corpus__expansionist_legalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4291666666666667
jihad_quranic_corpus__revolutionary_vanguard_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
john_1_1_logos__non_incarnational_monotheist	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.35
john_1_1_logos__orthodox_christological	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
john_1_1_logos__subordinationist	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3285
july_charter_sovereign_legitimacy__guided_nationalism_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.366
july_charter_sovereign_legitimacy__military_custodian_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3285
july_charter_sovereign_legitimacy__secular_democratic_reading	contaminated+factorization+excess_extraction	0.607
jurisprudential_method_kernel__hanafi_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4541666666666667
jurisprudential_method_kernel__hanbali_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
jurisprudential_method_kernel__maliki_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4341666666666667
jurisprudential_method_kernel__shafii_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4341666666666667
kami_buddha_ontology__domain_partition_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
kami_buddha_ontology__pragmatic_accommodation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
kami_buddha_ontology__unified_manifestation_reading	contaminated+factorization+excess_extraction	0.599
kjv_text_1611__exclusive_inspiration_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
kjv_text_1611__functional_equivalence_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4501666666666667
kjv_text_1611__revisable_translation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4101666666666667
knowledge_commons_collapse	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.27083333333333337
kodashim_commandment_status__messianic_deferral	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4501666666666667
kodashim_commandment_status__performance_only	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
kodashim_commandment_status__study_as_performance	pure_coordination	1.0
kodashim_corpus__performance_only	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
kodashim_corpus__study_as_exercise	pure_coordination	1.0
kodashim_corpus__substitution_archive	contaminated+factorization+excess_extraction	0.647
kodashim_obligation__memorial_archival	contaminated+factorization+excess_extraction	0.8635
kodashim_obligation__performance_prerequisite	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
kodashim_obligation__study_as_occupation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4341666666666667
lagrange_multipliers	contaminated+excess_extraction	0.9760000000000001
large_language_model_training_data_acquisition	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3245
latin_correctness__continuity_reading	contaminated+excess_extraction	0.9600000000000001
latin_correctness__hybrid_reading	contaminated+factorization+excess_extraction	0.615
latin_correctness__rupture_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
lausanne_minority_protections__expansive_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.7578333333333334
lausanne_minority_protections__guarantor_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.7738333333333334
lausanne_minority_protections__restrictive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
legacy_admission_gatekeeping	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.35
legal_personhood_boundary__developmental_potentiality_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
legal_personhood_boundary__functional_capacity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.27083333333333337
legal_personhood_boundary__restrictive_anthropocentric_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
legislative_minority_veto_mechanism	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
legitimacy_of_imposed_practice__endogenous_climb_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4461666666666667
legitimacy_of_imposed_practice__exogenous_override_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
legitimacy_of_imposed_practice__hybrid_scaffolding_reading	contaminated+factorization+excess_extraction	0.599
legitimacy_of_practice_standardization__dual_practice_equilibrium_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4341666666666667
legitimacy_of_practice_standardization__endogenous_displacement_reading	contaminated+excess_extraction	0.936
legitimacy_of_practice_standardization__exogenous_override_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
legitimate_health_intervention__bodily_autonomy_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
legitimate_health_intervention__proportionality_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
legitimate_health_intervention__public_health_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
legitimate_knowledge_boundary__credentialed_expertise_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
legitimate_knowledge_boundary__experiential_pluralism_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
legitimate_knowledge_boundary__hybrid_coproduction_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.4983333333333334
liability_attribution__deployer_liability	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
liability_attribution__developer_liability	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.358
liability_attribution__shared_liability	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3445
licensing_statute_mandate__graduated_access_filter	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
licensing_statute_mandate__public_safety_coordination	contaminated+factorization+nonsensical_coupling+excess_extraction	0.7258333333333333
licensing_statute_mandate__rent_seeking_suppression	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.27083333333333337
liturgical_vernacularization	contaminated+factorization+excess_extraction	0.607
living_language_status__literary_continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4741666666666667
living_language_status__liturgical_preservation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4165
living_language_status__native_generation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3365
lycurgan_laws__adaptive_fiction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4741666666666667
lycurgan_laws__demographic_trap_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
lycurgan_laws__sacral_fidelity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
maat_order_principle__distributed_maintenance_reading	contaminated+excess_extraction	0.9600000000000001
maat_order_principle__divine_mandate_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
maat_order_principle__reciprocity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4621666666666667
magna_carta_1215__baronial_privilege_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
magna_carta_1215__living_document_reading	contaminated+factorization+excess_extraction	0.615
magna_carta_1215__universal_rights_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
magna_carta_clause_39__feudal_prerogative_reading	contaminated+excess_extraction	0.9680000000000001
magna_carta_clause_39__liberal_due_process_reading	contaminated+factorization+excess_extraction	0.623
magna_carta_clause_39__originalist_limitation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.48216666666666663
magna_carta_constraint_authority__feudal_obsolescence_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3285
magna_carta_constraint_authority__living_constitutionalism_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.7738333333333334
magna_carta_constraint_authority__parliamentary_sovereignty_reading	contaminated+factorization+excess_extraction	0.647
mandate_legitimacy_scope__bodily_autonomy_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
mandate_legitimacy_scope__proportionality_reading	contaminated+factorization+excess_extraction	0.623
mandate_legitimacy_scope__public_health_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
manifesto_revolutionary_method__council_communist_reading	contaminated+excess_extraction	0.9760000000000001
manifesto_revolutionary_method__democratic_gradualism_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.5583333333333333
manifesto_revolutionary_method__vanguard_rupture_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
market_as_natural_default__beneficiary_maintained_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
market_as_natural_default__dual_operation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.39
market_as_natural_default__engineered_closure_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
market_as_natural_default__lapsed_alternative_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
market_as_natural_default__lapsed_closure_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.26433333333333336
market_dominance_lock_in	contaminated+factorization+excess_extraction	0.6389999999999999
market_naturalization__beneficiary_maintained_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4291666666666667
market_naturalization__hybrid_reading	contaminated+factorization+excess_extraction	0.6549999999999999
market_naturalization__lapsed_alternative_reading	contaminated+factorization+excess_extraction	0.8555
marriage_authority__communal_autonomy_reading	contaminated+excess_extraction	0.8400000000000001
marriage_authority__federalist_millet_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.7658333333333334
marriage_authority__gender_rights_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
marriage_authority__judicial_harmonization_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
marriage_authority__secularist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.358
marriage_commitment_legitimacy__endogenous_reinterpretation_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.7658333333333334
marriage_commitment_legitimacy__exogenous_override_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
marriage_commitment_legitimacy__hybrid_pragmatic_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.5358333333333334
marriage_commitment_reversal__endogenous_reinterpretation_reading	contaminated+nonsensical_coupling+excess_extraction	0.7233333333333334
marriage_commitment_reversal__exogenous_override_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.35
marriage_commitment_reversal__practice_doctrine_gap	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
marriage_sacrament__civic_pastoral_reading	contaminated+nonsensical_coupling+excess_extraction	0.7233333333333334
marriage_sacrament__hierarchical_indissolubility_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.35
maximum_entropy_principle	pure_natural_law	0.988
maxwell_demon_impossibility	contaminated+excess_extraction	0.9760000000000001
mco_unit_system_discontinuity	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4085
measurement_timing_authority_erosion	contaminated+excess_extraction	0.8320000000000001
mercosur_tariff_harmonization	contaminated+factorization+excess_extraction	0.627
meritocracy_theater	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.27083333333333337
metamorphosis_samsa	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4666666666666667
microscopy_color_bottleneck	contaminated+excess_extraction	0.936
middlebox_interception	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3445
monetary_anchor_principle__overdetermined_composite_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.4823333333333334
monetary_anchor_principle__punctuated_swap_reading	contaminated+factorization+excess_extraction	0.643
monetary_anchor_principle__triffin_inevitability_reading	pure_natural_law	0.992
monopoly_rulebook__extraction_demo_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
monopoly_rulebook__social_scaffold_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4205
monopoly_rulebook__tournament_orthodoxy_reading	contaminated+excess_extraction	0.9760000000000001
montevideo_statehood_criteria__constitutive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
montevideo_statehood_criteria__declaratory_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
montevideo_statehood_criteria__hybrid_reading	contaminated+factorization+excess_extraction	0.607
monty_hall_conditional_probability	contaminated+excess_extraction	0.9760000000000001
multilateral_arms_control_authority_erosion	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4746666666666667
n26usc469_real_estate_exemption	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
nafta_jurisdictional_boundary__capital_supremacy_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3245
nafta_jurisdictional_boundary__embedded_liberalism_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4621666666666667
nafta_jurisdictional_boundary__sovereignty_primacy_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4541666666666667
naskh_principle__classical_abrogation	contaminated+factorization+nonsensical_coupling+excess_extraction	0.6938333333333334
naskh_principle__contextual_harmonization	contaminated+excess_extraction	0.8240000000000001
naskh_principle__progressive_restriction	contaminated+factorization+excess_extraction	0.599
neural_interface_standardization	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.358
neurodivergent_workplace_exclusion	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.35
newtons_method_convergence	contaminated+excess_extraction	0.9600000000000001
nicene_christological_kernel__homoiousios_reading	contaminated+factorization+excess_extraction	0.639
nicene_christological_kernel__homoousios_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
nicene_creed_authority__boundary_maintenance_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4341666666666667
nicene_creed_authority__confessional_reading	contaminated+excess_extraction	0.9600000000000001
nicene_creed_authority__imperial_uniformity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
nicene_creed_authority__liturgical_habituation_reading	pure_coordination	0.992
nicene_creed_authority__strict_orthodox_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
nicene_creed_authority__symbolic_confessional_reading	contaminated+excess_extraction	0.9600000000000001
northeast_asian_wmd_proliferation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
notability_guidelines__deletionist_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.7258333333333333
notability_guidelines__deliberative_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.7498333333333334
notability_guidelines__inclusionist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
npat_regime_delegitimization	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
npt_article_iv_vi_pairing__abolitionist	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
npt_article_iv_vi_pairing__grand_bargain	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.358
npt_article_iv_vi_pairing__nonproliferation_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
npt_treaty_1970__oligopoly_enforcement_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.358
npt_treaty_1970__reciprocal_disarmament_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
npt_treaty_1970__withdrawal_sovereignty_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
npt_treaty_text__nnws_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
npt_treaty_text__nws_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.37399999999999994
npt_treaty_text__withdrawal_threshold_reading	contaminated+factorization+excess_extraction	0.607
nsl_legal_text__democratic_enclosure_reading	contaminated+factorization+excess_extraction	0.5
nsl_legal_text__jurisdictional_capture_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
nsl_legal_text__sovereignty_restoration_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3445
nuclear_impossibility_kernel__credibility_paradox_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4291666666666667
nuclear_impossibility_kernel__rational_dropout_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
nuclear_impossibility_kernel__structural_contraction_reading	contaminated+excess_extraction	0.9760000000000001
ocean_acidification	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
ocean_governance_fragmentation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.5321666666666667
one_country_two_systems_framework__autonomy_primacy_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.2788333333333334
one_country_two_systems_framework__balanced_coexistence_reading	contaminated+nonsensical_coupling+excess_extraction	0.7313333333333334
one_country_two_systems_framework__sovereignty_primacy_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
ontological_friction_resolution	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.35
openai_default_data_training	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
openai_health_review	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
openclaw_regulation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.358
optimization_under_uncertainty	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.378
organ_scarcity_moral_rationing	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
ost_article_ii_non_appropriation__commons_conservation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
ost_article_ii_non_appropriation__extraction_permissive	contaminated+factorization+nonsensical_coupling+excess_extraction	0.4663333333333334
ost_article_ii_non_appropriation__international_regime	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.5316666666666667
overbite_developmental_drift	pure_coordination	0.988
paleoclimate_proxy_substitution	contaminated+excess_extraction	0.8
papal_temporal_authority_mountain	contaminated+excess_extraction	0.9680000000000001
paris_article_4_ndc__equity_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.5263333333333334
paris_article_4_ndc__sovereigntist_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.7938333333333334
paris_article_4_ndc__supranational_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3621666666666667
pathologization_of_poverty_and_marginalization	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
performative_vs_epistemic_conflict	contaminated+factorization+excess_extraction	0.575
permissive_license_text__commons_coordination_reading	contaminated+excess_extraction	0.9600000000000001
permissive_license_text__copyleft_counterfactual_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
permissive_license_text__corporate_moat_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
perovskite_solar_cell_certification_gap	contaminated+factorization+excess_extraction	0.627
personal_data_market_concentration	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4291666666666667
personhood_boundary__birth_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4741666666666667
personhood_boundary__birth_threshold_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
personhood_boundary__conception_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
personhood_boundary__developmental_capacity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
personhood_boundary__spartan_eugenic_reading	contaminated+factorization+excess_extraction	0.575
personhood_boundary__viability_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
pharmaceutical_safety_obfuscation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.378
planar_graph_embeddability	contaminated+excess_extraction	0.9760000000000001
platform_content_moderation_snare	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4291666666666667
platform_copyright_liability_shift	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3821666666666667
platform_lock_in_extraction	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.35250000000000004
plural_marriage_mandate__endogenous_reinterpretation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.40049999999999997
plural_marriage_mandate__exogenous_override_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
plural_marriage_mandate__institutional_pragmatism_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
political_autonomy_mainland_territories	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
poverty_trap_asset_seizure	contaminated+factorization+excess_extraction	0.575
power_indexed_classification_variance	contaminated+factorization+excess_extraction	0.631
preah_vihear_territorial_claim	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3621666666666667
predictive_surveillance_extractiveness	contaminated+factorization+excess_extraction	0.5
preparedness_commitment__competence_reading	contaminated+excess_extraction	0.9680000000000001
preparedness_commitment__husk_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3205
preparedness_commitment__hybrid_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4501666666666667
preparedness_retention__competence_reading	contaminated+excess_extraction	0.9680000000000001
preparedness_retention__husk_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3621666666666667
preparedness_retention__hybrid_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
preparedness_transmission__competence_reading	contaminated+excess_extraction	0.9520000000000001
preparedness_transmission__husk_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
preparedness_transmission__hybrid_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
press_reformation_causality__beneficiary_deployment	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4996666666666667
press_reformation_causality__precondition_convergence	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4596666666666667
press_reformation_causality__technological_inevitability	contaminated+excess_extraction	0.9760000000000001
press_reformation_causation__mutual_shaping	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4221666666666667
press_reformation_causation__strategic_deployment	contaminated+excess_extraction	0.8
press_reformation_causation__technological_determinism	pure_natural_law	1.0
preventive_medicine_implementation_gap	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.5186666666666667
primary_election_capture	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3821666666666667
privilege_architecture_coordination	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3685
processed_food_sodium_targeting	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
professional_licensing_barriers	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3445
professional_table_tennis_labor_markets	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3405
provincial_tax_collection	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.40199999999999997
public_health_mandate_authority__bodily_autonomy_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
public_health_mandate_authority__proportionality_reading	contaminated+factorization+excess_extraction	0.607
public_health_mandate_authority__public_health_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.358
qualified_immunity_doctrine__accountability_void_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.45833333333333337
qualified_immunity_doctrine__constitutional_fidelity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
qualified_immunity_doctrine__protective_scaffold_reading	contaminated+factorization+excess_extraction	0.623
quantum_critical_point_superconductivity	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
quantum_formalism__copenhagen_reading	contaminated+factorization+nonsensical_coupling+excess_extraction	0.45833333333333337
quantum_formalism__many_worlds_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4101666666666667
quantum_formalism__pilot_wave_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4501666666666667
quran_9_5_scope__abrogating_universal	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.5041666666666667
quran_9_5_scope__contextual_defensive	contaminated+factorization+nonsensical_coupling+excess_extraction	0.7738333333333334
quran_9_5_scope__progressive_synthesis	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4461666666666667
quran_hadith_substrate__reformist_ijtihad	contaminated+factorization+excess_extraction	0.639
quran_hadith_substrate__state_hybrid	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.4421666666666667
quran_hadith_substrate__traditionalist_taqlid	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
quran_ontological_status__created_reading	contaminated+factorization+excess_extraction	0.615
quran_ontological_status__state_enforced_creation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3541666666666667
quran_ontological_status__uncreated_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction	0.3125
