constraint	fixed_structural
living_language_status__literary_continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
living_language_status__liturgical_preservation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
living_language_status__native_generation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
lycurgan_laws__adaptive_fiction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
lycurgan_laws__demographic_trap_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
lycurgan_laws__sacral_fidelity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
maat_order_principle__distributed_maintenance_reading	contaminated+excess_extraction
maat_order_principle__divine_mandate_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
maat_order_principle__reciprocity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
magna_carta_1215__baronial_privilege_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
magna_carta_1215__living_document_reading	contaminated+factorization+excess_extraction
magna_carta_1215__universal_rights_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
magna_carta_clause_39__feudal_prerogative_reading	contaminated+excess_extraction
magna_carta_clause_39__liberal_due_process_reading	contaminated+factorization+excess_extraction
magna_carta_clause_39__originalist_limitation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
magna_carta_constraint_authority__feudal_obsolescence_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
magna_carta_constraint_authority__living_constitutionalism_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
magna_carta_constraint_authority__parliamentary_sovereignty_reading	contaminated+factorization+excess_extraction
mandate_legitimacy_scope__bodily_autonomy_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
mandate_legitimacy_scope__proportionality_reading	contaminated+factorization+excess_extraction
mandate_legitimacy_scope__public_health_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
manifesto_revolutionary_method__council_communist_reading	contaminated+excess_extraction
manifesto_revolutionary_method__democratic_gradualism_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
manifesto_revolutionary_method__vanguard_rupture_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
market_as_natural_default__beneficiary_maintained_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
market_as_natural_default__dual_operation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
market_as_natural_default__engineered_closure_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
market_as_natural_default__lapsed_alternative_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
market_as_natural_default__lapsed_closure_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
market_dominance_lock_in	contaminated+factorization+excess_extraction
market_naturalization__beneficiary_maintained_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
market_naturalization__hybrid_reading	contaminated+factorization+excess_extraction
market_naturalization__lapsed_alternative_reading	contaminated+factorization+excess_extraction
marriage_authority__communal_autonomy_reading	contaminated+excess_extraction
marriage_authority__federalist_millet_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
marriage_authority__gender_rights_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
marriage_authority__judicial_harmonization_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
marriage_authority__secularist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
marriage_commitment_legitimacy__endogenous_reinterpretation_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
marriage_commitment_legitimacy__exogenous_override_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
marriage_commitment_legitimacy__hybrid_pragmatic_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
marriage_commitment_reversal__endogenous_reinterpretation_reading	contaminated+nonsensical_coupling+excess_extraction
marriage_commitment_reversal__exogenous_override_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
marriage_commitment_reversal__practice_doctrine_gap	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
marriage_sacrament__civic_pastoral_reading	contaminated+nonsensical_coupling+excess_extraction
marriage_sacrament__hierarchical_indissolubility_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
maximum_entropy_principle	pure_natural_law
maxwell_demon_impossibility	contaminated+excess_extraction
mco_unit_system_discontinuity	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
measurement_timing_authority_erosion	contaminated+excess_extraction
mercosur_tariff_harmonization	contaminated+factorization+excess_extraction
meritocracy_theater	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
metamorphosis_samsa	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
microscopy_color_bottleneck	contaminated+excess_extraction
middlebox_interception	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
monetary_anchor_principle__overdetermined_composite_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
monetary_anchor_principle__punctuated_swap_reading	contaminated+factorization+excess_extraction
monetary_anchor_principle__triffin_inevitability_reading	pure_natural_law
monopoly_rulebook__extraction_demo_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
monopoly_rulebook__social_scaffold_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
monopoly_rulebook__tournament_orthodoxy_reading	contaminated+excess_extraction
montevideo_statehood_criteria__constitutive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
montevideo_statehood_criteria__declaratory_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
montevideo_statehood_criteria__hybrid_reading	contaminated+factorization+excess_extraction
monty_hall_conditional_probability	contaminated+excess_extraction
multilateral_arms_control_authority_erosion	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
n26usc469_real_estate_exemption	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
nafta_jurisdictional_boundary__capital_supremacy_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
nafta_jurisdictional_boundary__embedded_liberalism_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
nafta_jurisdictional_boundary__sovereignty_primacy_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
naskh_principle__classical_abrogation	contaminated+factorization+nonsensical_coupling+excess_extraction
naskh_principle__contextual_harmonization	contaminated+excess_extraction
naskh_principle__progressive_restriction	contaminated+factorization+excess_extraction
neural_interface_standardization	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
neurodivergent_workplace_exclusion	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
newtons_method_convergence	contaminated+excess_extraction
nicene_christological_kernel__homoiousios_reading	contaminated+factorization+excess_extraction
nicene_christological_kernel__homoousios_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
nicene_creed_authority__boundary_maintenance_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
nicene_creed_authority__confessional_reading	contaminated+excess_extraction
nicene_creed_authority__imperial_uniformity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
nicene_creed_authority__liturgical_habituation_reading	pure_coordination
nicene_creed_authority__strict_orthodox_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
nicene_creed_authority__symbolic_confessional_reading	contaminated+excess_extraction
northeast_asian_wmd_proliferation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
notability_guidelines__deletionist_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
notability_guidelines__deliberative_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
notability_guidelines__inclusionist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
npat_regime_delegitimization	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
npt_article_iv_vi_pairing__abolitionist	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
npt_article_iv_vi_pairing__grand_bargain	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
npt_article_iv_vi_pairing__nonproliferation_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
npt_treaty_1970__oligopoly_enforcement_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
npt_treaty_1970__reciprocal_disarmament_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
npt_treaty_1970__withdrawal_sovereignty_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
npt_treaty_text__nnws_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
npt_treaty_text__nws_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
npt_treaty_text__withdrawal_threshold_reading	contaminated+factorization+excess_extraction
nsl_legal_text__democratic_enclosure_reading	contaminated+factorization+excess_extraction
nsl_legal_text__jurisdictional_capture_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
nsl_legal_text__sovereignty_restoration_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
nuclear_impossibility_kernel__credibility_paradox_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
nuclear_impossibility_kernel__rational_dropout_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
nuclear_impossibility_kernel__structural_contraction_reading	contaminated+excess_extraction
ocean_acidification	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
ocean_governance_fragmentation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
one_country_two_systems_framework__autonomy_primacy_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
one_country_two_systems_framework__balanced_coexistence_reading	contaminated+nonsensical_coupling+excess_extraction
one_country_two_systems_framework__sovereignty_primacy_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
ontological_friction_resolution	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
openai_default_data_training	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
openai_health_review	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
openclaw_regulation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
optimization_under_uncertainty	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
organ_scarcity_moral_rationing	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
ost_article_ii_non_appropriation__commons_conservation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
ost_article_ii_non_appropriation__extraction_permissive	contaminated+factorization+nonsensical_coupling+excess_extraction
ost_article_ii_non_appropriation__international_regime	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
overbite_developmental_drift	pure_coordination
paleoclimate_proxy_substitution	contaminated+excess_extraction
papal_temporal_authority_mountain	contaminated+excess_extraction
paris_article_4_ndc__equity_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
paris_article_4_ndc__sovereigntist_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
paris_article_4_ndc__supranational_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
pathologization_of_poverty_and_marginalization	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
performative_vs_epistemic_conflict	contaminated+factorization+excess_extraction
permissive_license_text__commons_coordination_reading	contaminated+excess_extraction
permissive_license_text__copyleft_counterfactual_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
permissive_license_text__corporate_moat_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
perovskite_solar_cell_certification_gap	contaminated+factorization+excess_extraction
personal_data_market_concentration	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
personhood_boundary__birth_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
personhood_boundary__birth_threshold_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
personhood_boundary__conception_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
personhood_boundary__developmental_capacity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
personhood_boundary__spartan_eugenic_reading	contaminated+factorization+excess_extraction
personhood_boundary__viability_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
pharmaceutical_safety_obfuscation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
planar_graph_embeddability	contaminated+excess_extraction
platform_content_moderation_snare	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
platform_copyright_liability_shift	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
platform_lock_in_extraction	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
plural_marriage_mandate__endogenous_reinterpretation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
plural_marriage_mandate__exogenous_override_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
plural_marriage_mandate__institutional_pragmatism_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
political_autonomy_mainland_territories	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
poverty_trap_asset_seizure	contaminated+factorization+excess_extraction
power_indexed_classification_variance	contaminated+factorization+excess_extraction
preah_vihear_territorial_claim	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
predictive_surveillance_extractiveness	contaminated+factorization+excess_extraction
preparedness_commitment__competence_reading	contaminated+excess_extraction
preparedness_commitment__husk_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
preparedness_commitment__hybrid_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
preparedness_retention__competence_reading	contaminated+excess_extraction
preparedness_retention__husk_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
preparedness_retention__hybrid_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
preparedness_transmission__competence_reading	contaminated+excess_extraction
preparedness_transmission__husk_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
preparedness_transmission__hybrid_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
press_reformation_causality__beneficiary_deployment	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
press_reformation_causality__precondition_convergence	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
press_reformation_causality__technological_inevitability	contaminated+excess_extraction
press_reformation_causation__mutual_shaping	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
press_reformation_causation__strategic_deployment	contaminated+excess_extraction
press_reformation_causation__technological_determinism	pure_natural_law
preventive_medicine_implementation_gap	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
primary_election_capture	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
privilege_architecture_coordination	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
processed_food_sodium_targeting	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
professional_licensing_barriers	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
professional_table_tennis_labor_markets	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
provincial_tax_collection	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
public_health_mandate_authority__bodily_autonomy_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
public_health_mandate_authority__proportionality_reading	contaminated+factorization+excess_extraction
public_health_mandate_authority__public_health_primary	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
qualified_immunity_doctrine__accountability_void_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
qualified_immunity_doctrine__constitutional_fidelity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
qualified_immunity_doctrine__protective_scaffold_reading	contaminated+factorization+excess_extraction
quantum_critical_point_superconductivity	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
quantum_formalism__copenhagen_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
quantum_formalism__many_worlds_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
quantum_formalism__pilot_wave_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
quran_9_5_scope__abrogating_universal	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
quran_9_5_scope__contextual_defensive	contaminated+factorization+nonsensical_coupling+excess_extraction
quran_9_5_scope__progressive_synthesis	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
quran_hadith_substrate__reformist_ijtihad	contaminated+factorization+excess_extraction
quran_hadith_substrate__state_hybrid	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
quran_hadith_substrate__traditionalist_taqlid	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
quran_ontological_status__created_reading	contaminated+factorization+excess_extraction
quran_ontological_status__state_enforced_creation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
quran_ontological_status__uncreated_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
quranic_gender_verses__contextual_egalitarian	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
quranic_gender_verses__literal_hierarchical	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
quranic_gender_verses__progressive_abrogation	contaminated+factorization+excess_extraction
qwerty_persistence__incumbent_preservation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
qwerty_persistence__lapsed_alternatives_reading	contaminated+factorization+excess_extraction
qwerty_persistence_inevitability__path_dependency_reading	contaminated+excess_extraction
qwerty_persistence_inevitability__strategic_lock_in_reading	contaminated+excess_extraction
qwerty_persistence_mechanism__beneficiary_extraction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
qwerty_persistence_mechanism__lock_in_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
qwerty_persistence_mechanism__naturalization_reading	contaminated+factorization+excess_extraction
qwerty_vs_dvorak	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
rating_agency_procyclicality	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
rbio_practice_norm_complex__hegemonic_extraction_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
rbio_practice_norm_complex__liberal_institutional_reading	contaminated+excess_extraction
rbio_practice_norm_complex__sovereignty_maximalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
reader_informed_consent	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
reformation_composite__political_realignment_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
reformation_composite__technological_mediation_reading	pure_coordination
reformation_composite__theological_fragmentation_reading	contaminated+factorization+excess_extraction
reformation_event_boundary__composite_overdetermination_reading	contaminated+factorization+excess_extraction
reformation_event_boundary__political_swap_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
reformation_event_boundary__theological_climb_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
refugee_convention_text__expansive_humanitarian_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
refugee_convention_text__procedural_integrity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
refugee_convention_text__restrictive_sovereignty_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
regional_military_balance_stability	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
regional_patron_state_competition	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
remonstrance_authority__crown_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
remonstrance_authority__magistrate_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
researcher_credibility_signal	contaminated+factorization+excess_extraction
resource_lock_in_mechanism	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
reward_model_misalignment	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
rfc9293_tcp_specification__middlebox_realism_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
rfc9293_tcp_specification__optimization_latitude_reading	contaminated+excess_extraction
rfc9293_tcp_specification__strict_invariance_reading	contaminated+excess_extraction
rogers_commission_findings__actuarial_risk_acceptance	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
rogers_commission_findings__engineering_absolute_threshold	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
rogers_commission_findings__management_compliance_narrative	contaminated+factorization+nonsensical_coupling+excess_extraction
roman_tax_collection_system	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
rome_statute_jurisdiction__hybrid_complementarity_reading	contaminated+factorization+excess_extraction
rome_statute_jurisdiction__sovereigntist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
rome_statute_jurisdiction__universalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
sacrifice_commandment__archive_maintenance	contaminated+factorization+excess_extraction
sacrifice_commandment__performance_only	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
sacrifice_commandment__study_as_performance	pure_coordination
salic_prohibition__cognatic_reversion_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
salic_prohibition__immutable_mandate_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
salic_prohibition__sovereign_override_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
scam_doubt_manufacturing	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
school_choice_system	contaminated+excess_extraction
scientific_paradigm_lifecycle	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
script_as_identity__kemalist_rupture_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
script_as_identity__ottoman_continuity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
script_as_identity__phonetic_instrumentalism_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
scriptural_authority_contest	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
second_amendment_arms_right__civic_republican_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
second_amendment_arms_right__collective_right_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
second_amendment_arms_right__individual_right_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
second_amendment_boundary__individual_right_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
second_amendment_boundary__insurrectionist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
second_amendment_boundary__militia_conditioned_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
second_amendment_scope__civic_right_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
second_amendment_scope__collective_right_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
second_amendment_scope__individual_right_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
second_amendment_text__collective_rights_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
second_amendment_text__collective_security_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
second_amendment_text__collectivist_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
second_amendment_text__hybrid_civic_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
second_amendment_text__hybrid_scope_limitation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
second_amendment_text__individual_rights_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
second_amendment_text__individualist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
second_amendment_text__originalist_civic_virtue_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
secularization_pressure	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
selection_pressure_architecture	contaminated+factorization+nonsensical_coupling+excess_extraction
selective_retention_necessity	contaminated+factorization+excess_extraction
separation_of_powers_text__formalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
separation_of_powers_text__functionalist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
separation_of_powers_text__unitary_executive_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
settlement_fait_accompli	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
sex_gender_category__biology_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
sex_gender_category__hybrid_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
sex_gender_category__identity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
shinbutsu_coexistence_commitment__domain_partition_reading	contaminated+excess_extraction
shinbutsu_coexistence_commitment__incoherent_bundle_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
shinbutsu_coexistence_commitment__syncretic_fusion_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
simultaneous_veneration__domain_partition_reading	pure_coordination
simultaneous_veneration__ontological_fusion_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
simultaneous_veneration__pragmatic_incoherence_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
slot_trading_secondary_market	contaminated+factorization+excess_extraction
smallholder_tenure_insecurity	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
social_conformity_infrastructure	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
software_keyboard_driver_standardization	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
solid_state_phased_array_steering	contaminated+excess_extraction
solidarity_mirror_trap	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
soteriological_kernel_contest	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
sound_money_scarcity_anchor	contaminated+factorization+nonsensical_coupling+excess_extraction
south_china_sea_freedom_of_navigation	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
sovereign_legitimacy__constitutional_hybrid_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
sovereign_legitimacy__monarchical_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
sovereign_legitimacy__republican_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
sovereignty_cost_premium	contaminated+excess_extraction
spanish_political_opposition_suppression	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
speculative_price_volatility	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
speech_harm_boundary__absolutist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
speech_harm_boundary__dignity_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
speech_harm_boundary__harm_balancing_reading	contaminated+factorization+excess_extraction
speech_protection_boundary__balancing_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
speech_protection_boundary__dignitary_harm_reading	contaminated+factorization+excess_extraction
speech_protection_boundary__near_absolutist_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
speech_protection_kernel__absolutist_reading	contaminated+factorization+nonsensical_coupling+excess_extraction
speech_protection_kernel__democratic_participation_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
speech_protection_kernel__dignity_reading	contaminated+factorization+excess_extraction
speech_protection_kernel__harm_threshold_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
speech_protection_kernel__marketplace_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
state_commitment_installation_mechanism__endogenous_climb_reading	contaminated+factorization+scope_invariance+nonsensical_coupling+excess_extraction
