constraint	ip	ep	nbrs
rbio_practice_norm_complex__sovereignty_maximalist_reading	0.3541666666666667	0.35214666666666666	11
reader_informed_consent	0.35	0.34178	13
reformation_composite__political_realignment_reading	0.3205	0.3205	5
reformation_composite__technological_mediation_reading	1.0	0.64978	3
reformation_composite__theological_fragmentation_reading	0.599	0.4876	2
reformation_event_boundary__composite_overdetermination_reading	0.623	0.5303333333333333	2
reformation_event_boundary__political_swap_reading	0.3205	0.3205	5
reformation_event_boundary__theological_climb_reading	0.4621666666666667	0.4338333333333334	2
refugee_convention_text__expansive_humanitarian_reading	0.358	0.3421666666666667	4
refugee_convention_text__procedural_integrity_reading	0.38199999999999995	0.35656666666666664	4
refugee_convention_text__restrictive_sovereignty_reading	0.2788333333333334	0.2788333333333334	4
regional_military_balance_stability	0.4221666666666667	0.4160666666666667	8
regional_patron_state_competition	0.3405	0.3405	3
remonstrance_authority__crown_reading	0.38216666666666665	0.36983333333333335	1
remonstrance_authority__magistrate_reading	0.3205	0.3205	5
researcher_credibility_signal	0.575	0.54575	5
resource_lock_in_mechanism	0.3405	0.3405	4
reward_model_misalignment	0.3405	0.3405	4
rfc9293_tcp_specification__middlebox_realism_reading	0.3205	0.3205	5
rfc9293_tcp_specification__optimization_latitude_reading	0.936	0.6960000000000001	4
rfc9293_tcp_specification__strict_invariance_reading	0.9760000000000001	0.7280000000000001	2
rogers_commission_findings__actuarial_risk_acceptance	0.3205	0.3205	2
rogers_commission_findings__engineering_absolute_threshold	0.3205	0.3205	4
rogers_commission_findings__management_compliance_narrative	0.5063333333333334	0.43200000000000005	3
roman_tax_collection_system	0.3405	0.3405	3
rome_statute_jurisdiction__hybrid_complementarity_reading	0.607	0.5242333333333333	4
rome_statute_jurisdiction__sovereigntist_reading	0.4421666666666667	0.42533333333333334	2
rome_statute_jurisdiction__universalist_reading	0.358	0.358	4
sacrifice_commandment__archive_maintenance	0.647	0.4276333333333334	12
sacrifice_commandment__performance_only	0.3541666666666667	0.3541666666666667	5
sacrifice_commandment__study_as_performance	1.0	0.7502916666666667	2
salic_prohibition__cognatic_reversion_reading	0.4621666666666667	0.41703333333333337	3
salic_prohibition__immutable_mandate_reading	0.3541666666666667	0.35223333333333334	4
salic_prohibition__sovereign_override_reading	0.3445	0.3445	4
scam_doubt_manufacturing	0.3541666666666667	0.3541666666666667	5
school_choice_system	0.8520000000000001	0.8520000000000001	3
scientific_paradigm_lifecycle	0.3205	0.3205	3
script_as_identity__kemalist_rupture_reading	0.366	0.366	4
script_as_identity__ottoman_continuity_reading	0.3125	0.3125	4
script_as_identity__phonetic_instrumentalism_reading	0.4621666666666667	0.41300000000000003	2
scriptural_authority_contest	0.3125	0.3125	3
second_amendment_arms_right__civic_republican_reading	0.45799999999999996	0.39786666666666665	4
second_amendment_arms_right__collective_right_reading	0.3445	0.32976666666666665	6
second_amendment_arms_right__individual_right_reading	0.27083333333333337	0.27083333333333337	3
second_amendment_boundary__individual_right_reading	0.3205	0.30383333333333334	6
second_amendment_boundary__insurrectionist_reading	0.2788333333333334	0.2788333333333334	5
second_amendment_boundary__militia_conditioned_reading	0.3445	0.31343333333333334	7
second_amendment_scope__civic_right_reading	0.4341666666666667	0.4287866666666667	5
second_amendment_scope__collective_right_reading	0.48216666666666663	0.4597791666666666	4
second_amendment_scope__individual_right_reading	0.6458333333333334	0.6035	5
second_amendment_text__collective_rights_reading	0.3445	0.3445	5
second_amendment_text__collective_security_reading	0.3205	0.3205	3
second_amendment_text__collectivist_reading	0.7738333333333334	0.46336	6
second_amendment_text__hybrid_civic_reading	0.5063333333333334	0.41353333333333336	2
second_amendment_text__hybrid_scope_limitation_reading	0.4421666666666667	0.37049333333333334	7
second_amendment_text__individual_rights_reading	0.366	0.34896	7
second_amendment_text__individualist_reading	0.2788333333333334	0.2788333333333334	4
second_amendment_text__originalist_civic_virtue_reading	0.4341666666666667	0.4114333333333334	4
secularization_pressure	0.358	0.358	4
selection_pressure_architecture	0.45833333333333337	0.42595333333333335	9
selective_retention_necessity	0.599	0.599	2
separation_of_powers_text__formalist_reading	0.3541666666666667	0.34995833333333337	4
separation_of_powers_text__functionalist_reading	0.4421666666666667	0.4003958333333334	5
separation_of_powers_text__unitary_executive_reading	0.3205	0.3205	4
settlement_fait_accompli	0.3125	0.3125	3
sex_gender_category__biology_reading	0.3125	0.3125	4
sex_gender_category__hybrid_reading	0.3125	0.3125	2
sex_gender_category__identity_reading	0.3365	0.3173	4
shinbutsu_coexistence_commitment__domain_partition_reading	0.9440000000000001	0.5265566666666668	4
shinbutsu_coexistence_commitment__incoherent_bundle_reading	0.3285	0.3262916666666667	5
shinbutsu_coexistence_commitment__syncretic_fusion_reading	0.31083333333333335	0.31083333333333335	5
simultaneous_veneration__domain_partition_reading	1.0	0.6706666666666667	2
simultaneous_veneration__ontological_fusion_reading	0.3285	0.3285	4
simultaneous_veneration__pragmatic_incoherence_reading	0.3541666666666667	0.3474933333333334	5
slot_trading_secondary_market	0.627	0.627	2
smallholder_tenure_insecurity	0.35250000000000004	0.35250000000000004	4
social_conformity_infrastructure	0.4341666666666667	0.4341666666666667	3
software_keyboard_driver_standardization	0.38199999999999995	0.38199999999999995	3
solid_state_phased_array_steering	0.9600000000000001	0.9600000000000001	2
solidarity_mirror_trap	0.3285	0.3285	5
soteriological_kernel_contest	0.27083333333333337	0.27083333333333337	3
sound_money_scarcity_anchor	0.5691666666666667	0.4942266666666667	7
south_china_sea_freedom_of_navigation	0.3205	0.3205	3
sovereign_legitimacy__constitutional_hybrid_reading	0.49816666666666665	0.4679583333333333	4
sovereign_legitimacy__monarchical_reading	0.3125	0.3125	2
sovereign_legitimacy__republican_reading	0.4421666666666667	0.41623333333333334	4
sovereignty_cost_premium	0.936	0.936	0
spanish_political_opposition_suppression	0.3541666666666667	0.3541666666666667	5
speculative_price_volatility	0.3405	0.3405	7
speech_harm_boundary__absolutist_reading	0.3205	0.3205	7
speech_harm_boundary__dignity_reading	0.3541666666666667	0.34743333333333337	4
speech_harm_boundary__harm_balancing_reading	0.607	0.4991333333333333	4
speech_protection_boundary__balancing_reading	0.3205	0.3205	2
speech_protection_boundary__dignitary_harm_reading	0.607	0.5167333333333333	4
speech_protection_boundary__near_absolutist_reading	0.4421666666666667	0.4178333333333334	4
speech_protection_kernel__absolutist_reading	0.45833333333333337	0.4163	6
speech_protection_kernel__democratic_participation_reading	0.4341666666666667	0.40663333333333335	6
speech_protection_kernel__dignity_reading	0.607	0.44603333333333334	4
speech_protection_kernel__harm_threshold_reading	0.3205	0.3205	4
speech_protection_kernel__marketplace_reading	0.4101666666666667	0.38147333333333333	7
state_commitment_installation_mechanism__endogenous_climb_reading	0.4341666666666667	0.4098333333333334	2
state_commitment_installation_mechanism__exogenous_imposition_reading	0.3125	0.3125	6
state_commitment_installation_mechanism__hybrid_cascade_reading	0.599	0.5087333333333333	5
state_execution_authority__abolition_reading	0.45833333333333337	0.4355666666666667	2
state_execution_authority__deterrence_reading	0.3445	0.3445	4
state_execution_authority__retributive_reading	0.5083333333333333	0.47448541666666666	6
state_killing_authority__abolition_reading	1.0	1.0	4
state_killing_authority__deterrence_reading	0.3541666666666667	0.34743333333333337	2
state_killing_authority__retributive_reading	0.3205	0.3205	3
state_killing_legitimacy__abolition_reading	0.575	0.5171	2
state_killing_legitimacy__deterrence_reading	0.5063333333333334	0.47590000000000005	3
state_killing_legitimacy__retributive_reading	0.3541666666666667	0.3541666666666667	3
state_recognition_vs_indigenous_presence	0.4666666666666667	0.4666666666666667	3
state_surveillance_capacity_extraction	0.3541666666666667	0.3541666666666667	14
status_market_fragmentation	0.615	0.615	3
statute_of_anne_ip_foundation__conceptual_emergence_reading	0.4621666666666667	0.44773333333333337	2
statute_of_anne_ip_foundation__entangled_event_reading	0.39	0.38631	5
statute_of_anne_ip_foundation__institutional_reallocation_reading	0.8520000000000001	0.6816333333333334	4
statutory_debt_ceiling__constitutional_nullity_reading	1.0	0.8612333333333333	2
statutory_debt_ceiling__coordination_scaffold_reading	0.9520000000000001	0.8324333333333334	2
statutory_debt_ceiling__extraction_snare_reading	0.3541666666666667	0.3541666666666667	4
stone_land_use_rule__behavioral_competence	0.988	0.988	1
stone_land_use_rule__commemorative_husk	0.575	0.575	1
structural_adjustment_conditionalities__creditor_coordination_reading	0.7938333333333334	0.7350666666666668	4
structural_adjustment_conditionalities__debtor_extraction_reading	0.5	0.45376666666666665	8
structural_adjustment_conditionalities__hybrid_selectivity_reading	0.4786666666666667	0.4786666666666667	5
structural_position_constraint_divergence	0.627	0.627	4
subscriber_attention_commons	0.3405	0.3357	13
subscription_retention_imperative	0.3405	0.3405	4
substance_control_authority__harm_reduction_reading	0.5213333333333333	0.4390833333333333	5
substance_control_authority__legalization_reading	0.4621666666666667	0.4189666666666667	5
substance_control_authority__prohibition_reading	0.3541666666666667	0.3541666666666667	4
substance_control_kernel__harm_reduction_reading	0.4621666666666667	0.4211266666666667	6
substance_control_kernel__legalization_reading	0.5533333333333333	0.5170416666666667	5
substance_control_kernel__prohibition_reading	0.3541666666666667	0.3541666666666667	12
substance_control_legitimacy__harm_reduction_reading	0.623	0.5595833333333333	5
substance_control_legitimacy__legalization_reading	0.627	0.5716333333333333	3
substance_control_legitimacy__prohibition_reading	0.3541666666666667	0.3541666666666667	6
sunk_cost_escalation	0.3125	0.3125	3
supermajority_threshold__adaptive_gradient_reading	0.607	0.5564333333333333	4
supermajority_threshold__consensus_safeguard_reading	0.7738333333333334	0.6565333333333334	2
supermajority_threshold__minoritarian_veto_reading	0.3541666666666667	0.3541666666666667	2
switching_cost_asymmetry	0.49583333333333335	0.48867333333333335	3
takings_clause_boundary__categorical_takings_reading	0.3205	0.3205	4
takings_clause_boundary__physical_appropriation_reading	0.4421666666666667	0.4178333333333334	2
takings_clause_boundary__regulatory_takings_reading	0.607	0.48965333333333333	6
tcp_ip_interpretation__neutrality_reading	0.8320000000000001	0.6429	5
tcp_ip_interpretation__prioritization_reading	0.3405	0.3405	4
tcp_ip_interpretation__zero_rating_reading	0.378	0.3705	4
technology_reformation_causality__beneficiary_agency_reading	0.40199999999999997	0.40199999999999997	2
technology_reformation_causality__co_constitution_reading	0.4101666666666667	0.4069	2
technology_reformation_causality__technological_determinism_reading	0.936	0.6172333333333333	2
temple_sacrifice_obligation__messianic_suspension	1.0	0.8782208333333333	3
temple_sacrifice_obligation__study_as_archiving	0.6858333333333334	0.6659333333333334	4
temple_sacrifice_obligation__study_as_occupation	0.9840000000000001	0.9094583333333335	3
tenure_contract__academic_freedom_reading	0.928	0.6874	2
tenure_contract__demographic_reproduction_reading	0.3405	0.33490000000000003	5
tenure_contract__institutional_extraction_reading	0.3125	0.3125	5
territorial_legitimacy__indigenous_continuity_reading	0.3541666666666667	0.34743333333333337	4
territorial_legitimacy__partition_reading	0.3205	0.32002	9
territorial_legitimacy__security_necessity_reading	0.3541666666666667	0.34743333333333337	5
territorial_legitimacy_dual__palestinian_autochthony_reading	0.3541666666666667	0.3355666666666667	2
territorial_legitimacy_dual__two_state_coexistence_reading	0.3245	0.324	3
territorial_legitimacy_dual__zionist_refuge_reading	0.3205	0.3205	3
territorial_sovereignty_legitimacy__covenant_continuity_reading	0.358	0.33755	5
territorial_sovereignty_legitimacy__existential_matrix_reading	0.3541666666666667	0.3375	4
territorial_sovereignty_legitimacy__self_determination_reading	0.27083333333333337	0.27083333333333337	2
thermodynamics_entropy	0.9600000000000001	0.9600000000000001	0
topological_invariant_universality	0.9600000000000001	0.9600000000000001	3
tordesillas_demarcation_kernel__portuguese_exploration_legitimation	0.6389999999999999	0.6112	3
tordesillas_demarcation_kernel__spanish_conquest_legitimation	0.5	0.5	3
total_war_possibility_space__deterrence_equilibrium_reading	0.3541666666666667	0.3541666666666667	4
total_war_possibility_space__nuclear_taboo_reading	0.4421666666666667	0.4245666666666667	4
total_war_reachability_boundary__contingent_reachability_reading	0.4405	0.4283875	6
total_war_reachability_boundary__contraction_reading	0.992	0.992	2
total_war_reachability_boundary__dropping_reading	0.3205	0.32002	8
total_war_winnability_post1945__normative_reading_drop	0.4245	0.40982	5
total_war_winnability_post1945__strategic_culture_drift	0.28833333333333333	0.28833333333333333	5
total_war_winnability_post1945__structural_contraction_reading	0.992	0.8785	4
toy_industry_consolidation	0.378	0.378	3
transition_causality__contingent_choice_reading	0.4621666666666667	0.4485666666666667	4
transition_causality__hybrid_trigger_reading	0.3941666666666667	0.38023333333333337	5
transition_causality__overdetermined_collapse_reading	0.3245	0.32426	7
treaty_authority_cession__crown_cession_reading	0.3541666666666667	0.34230000000000005	6
treaty_authority_cession__rangatiratanga_retention_reading	0.2948333333333334	0.2948333333333334	4
treaty_authority_cession__retrospective_snare_exposure	0.3125	0.3125	4
trips_agreement_interpretive_kernel__dispute_settlement_interpretive_authority	0.3205	0.3205	7
trips_agreement_interpretive_kernel__public_health_flexibility_reading	0.4205	0.41173333333333334	6
trips_agreement_interpretive_kernel__strong_exclusivity_reading	0.3941666666666667	0.3941666666666667	4
tsunami_stone_commitment__behavioral_competence_reading	0.9760000000000001	0.8465	1
tsunami_stone_commitment__catastrophe_validation_axis	0.992	0.992	0
tsunami_stone_commitment__commemorative_husk_reading	0.3285	0.3285	1
turkish_graphemic_substrate__gradual_transition_reading	0.5198333333333334	0.46960666666666667	4
turkish_graphemic_substrate__ottoman_continuity_reading	0.3285	0.32530000000000003	4
turkish_graphemic_substrate__secular_nationalist_reading	0.3125	0.3125	5
udhr_article_3__negative_liberty_reading	0.3205	0.31183333333333335	4
udhr_article_3__positive_entitlement_reading	0.2988333333333334	0.2988333333333334	5
udhr_article_3__procedural_hybrid_reading	0.4501666666666667	0.34642000000000006	10
udhr_authority__aspirational_sovereignty_reading	0.7658333333333334	0.6382666666666666	4
udhr_authority__binding_universalism_reading	0.2868333333333334	0.2868333333333334	4
udhr_authority__customary_emergence_reading	0.607	0.5429666666666667	4
unclos_2026	0.3941666666666667	0.3934466666666667	5
unclos_maritime_sovereignty__expansive_construction_reading	0.35250000000000004	0.35250000000000004	5
unclos_maritime_sovereignty__hybrid_effective_control_reading	0.3765	0.3632	6
unclos_maritime_sovereignty__strict_geographic_reading	0.358	0.3558	4
unclos_sovereignty_boundary__historical_rights_reading	0.3205	0.3205	4
unclos_sovereignty_boundary__non_ratifier_enforcement_reading	0.422	0.3910033333333333	3
unclos_sovereignty_boundary__strict_eez_reading	0.3821666666666667	0.36983333333333335	5
unconditional_income_support__dependency_trap_reading	0.3125	0.3125	4
unconditional_income_support__freedom_floor_reading	0.988	0.5101041666666667	4
unconditional_income_support__universality_paradox_reading	0.4341666666666667	0.3855	5
unconditional_university_offers_uk	0.3405	0.3405	2
unfalsifiable_credential_preload	0.35	0.35	2
unsc_242_withdrawal_clause__interpretive_authority_structure	0.3541666666666667	0.3541666666666667	2
unsc_242_withdrawal_clause__maximal_withdrawal_reading	0.3541666666666667	0.3529041666666667	8
unsc_242_withdrawal_clause__partial_withdrawal_reading	0.8320000000000001	0.5453	4
us_constitution_1787__living_reading	0.607	0.607	2
us_constitution_1787__originalist_reading	0.7313333333333334	0.6896	4
us_constitution_1787__positivist_reading	0.647	0.62671	5
us_constitution_interpretive__living_constitution_reading	0.45833333333333337	0.42894000000000004	8
us_constitution_interpretive__originalist_reading	0.4421666666666667	0.4298166666666667	9
us_constitution_interpretive__popular_constitutionalism_reading	0.6389999999999999	0.5634999999999999	4
us_constitution_meaning__living_constitutionalist_reading	0.607	0.5400625	2
us_constitution_meaning__originalist_reading	0.358	0.34375	7
us_constitution_meaning__positivist_reading	0.3205	0.3205	2
us_constitution_text__living_constitutionalist_reading	0.4421666666666667	0.41475	3
us_constitution_text__originalist_reading	0.3205	0.3205	7
us_constitution_text__positivist_reading	0.3445	0.3397	2
us_greenland_envoy	0.5063333333333334	0.5063333333333334	4
us_international_accountability_exemption	0.3205	0.3205	4
us_military_spending_justification	0.35250000000000004	0.35250000000000004	5
us_sdf_alliance_abandonment_2026	0.3541666666666667	0.3541666666666667	4
us_venezuela_oil_pressure	0.3405	0.3405	3
usul_al_fiqh_method__hanafi_reading	0.4501666666666667	0.4290333333333334	5
usul_al_fiqh_method__hanbali_reading	0.3445	0.3445	4
usul_al_fiqh_method__maliki_reading	0.639	0.5053666666666667	6
usul_al_fiqh_method__shafii_reading	0.4541666666666667	0.4314333333333334	5
vaccine_mandate_balance__bodily_autonomy_primary	0.39583333333333337	0.3807666666666667	2
vaccine_mandate_balance__proportionality_reading	0.5653333333333334	0.38487666666666664	11
vaccine_mandate_balance__public_health_primary	0.3205	0.3205	3
vaccine_mandate_legitimacy__bodily_autonomy_primacy_reading	0.575	0.4895633333333333	3
vaccine_mandate_legitimacy__public_health_primacy_reading	0.3205	0.3205	7
vaccine_mandate_legitimacy__risk_stratification_reading	0.4421666666666667	0.40323333333333333	3
vaccine_mandates_school_entry	0.3365	0.3365	3
value_alignment_drift	0.3405	0.33032	23
vatican_ii_authority__composite_overdetermination_reading	0.3285	0.3285	4
vatican_ii_authority__continuity_reading	0.4341666666666667	0.39703333333333335	2
vatican_ii_authority__rupture_reading	0.3541666666666667	0.34403333333333336	6
vatican_ii_doctrinal_authority__composite_overdetermination_reading	0.4341666666666667	0.4026	5
vatican_ii_doctrinal_authority__continuity_reading	0.4461666666666667	0.40034000000000003	4
vatican_ii_doctrinal_authority__rupture_progressive_reading	0.39	0.3761	5
vatican_ii_doctrinal_authority__rupture_traditionalist_reading	0.3205	0.3205	5
vatican_ii_magisterial_authority__composite_overdetermination_reading	0.3125	0.3122916666666667	6
vatican_ii_magisterial_authority__continuity_reading	0.3205	0.3153666666666667	2
vatican_ii_magisterial_authority__rupture_reading	0.31083333333333335	0.31083333333333335	4
vedic_corpus_social_prescription__colonial_orientalist_reading	0.3125	0.3125	5
vedic_corpus_social_prescription__orthodox_varna_reading	0.3541666666666667	0.3458333333333333	6
vedic_corpus_social_prescription__reformist_spiritual_reading	0.9760000000000001	0.7189333333333334	5
vedic_dharmic_corpus__bhakti_devotional_reading	0.4501666666666667	0.4309666666666667	4
vedic_dharmic_corpus__hereditary_monopoly_reading	0.3541666666666667	0.3516666666666667	6
vedic_dharmic_corpus__reformist_egalitarian_reading	0.8520000000000001	0.6720666666666667	4
venal_office_structural_base	0.3205	0.3205	3
vendor_certification_capture	0.378	0.3768	4
versailles_reparations_clauses__limited_responsibility_reading	0.4861666666666667	0.4597666666666667	4
versailles_reparations_clauses__punitive_liability_reading	0.3541666666666667	0.3541666666666667	5
versailles_reparations_clauses__repudiation_reading	0.575	0.5130666666666667	5
visa_mastercard_interchange_extraction	0.3205	0.3205	3
voluntary_presence_constraint	0.3125	0.3125	3
waitangi_sovereignty_allocation__crown_sovereignty_reading	0.3541666666666667	0.35383333333333333	3
waitangi_sovereignty_allocation__partnership_reading	0.4421666666666667	0.40135333333333334	3
waitangi_sovereignty_allocation__rangatiratanga_reading	0.35250000000000004	0.35250000000000004	5
war_powers_allocation__congressional_primacy_reading	0.3205	0.3205	4
war_powers_allocation__functional_accommodation_reading	0.607	0.4924	2
war_powers_allocation__inherent_executive_reading	0.3205	0.3205	5
war_winnability_post_1945__countervailing_thinkable	0.3205	0.3205	8
war_winnability_post_1945__deterrence_unthinkable	0.3541666666666667	0.3407	5
war_winnability_post_1945__rhetorical_contraction	0.3205	0.3205	4
weak_law_large_numbers	0.9760000000000001	0.9760000000000001	3
web_app_friction_tax	0.3405	0.3405	5
well_ordering_theorem	0.988	0.988	2
westphalia_sovereignty__absolute_non_intervention	0.3205	0.3121666666666667	6
westphalia_sovereignty__conditional_responsibility	0.3205	0.3121666666666667	5
westphalia_sovereignty__graded_sovereignty	0.2788333333333334	0.2788333333333334	6
westphalian_sovereignty__absolute_sovereignty	0.3445	0.3397	6
westphalian_sovereignty__conditional_sovereignty	0.40049999999999997	0.3768333333333333	6
westphalian_sovereignty__governance_quality_reading	0.4663333333333334	0.4128	6
westphalian_sovereignty__graduated_sovereignty	0.3621666666666667	0.35363333333333336	7
westphalian_sovereignty__r2p_reading	0.3205	0.3205	6
woman_category__gender_identity_reading	0.599	0.4431	5
woman_category__intersex_accommodation_reading	0.3925	0.3605	3
woman_category__sex_biology_reading	0.3125	0.3125	5
woman_female_category__gender_identity_reading	0.3125	0.3125	5
woman_female_category__hybrid_contextual_reading	0.599	0.4844	6
woman_female_category__sex_biology_reading	0.3125	0.3125	2
workplace_surveillance_extraction	0.3205	0.3205	4
wto_dsb_authority__advisory_coordination_reading	0.4541666666666667	0.40388	5
wto_dsb_authority__binding_referee_reading	0.358	0.34945	6
wto_dsb_authority__judicial_activism_reading	0.3205	0.3205	2
wto_treaty_framework__developmental_reading	0.4741666666666667	0.4557666666666667	3
wto_treaty_framework__market_access_reading	0.3821666666666667	0.3762066666666667	5
zero_as_number_entry__contingent_thinkability_reading	0.45833333333333337	0.45833333333333337	5
zero_as_number_entry__hybrid_scaffolding_reading	0.3685	0.3685	4
zero_as_number_entry__universal_discovery_reading	0.9760000000000001	0.9760000000000001	2
zero_mathematical_status__number_reading	0.9600000000000001	0.7205333333333334	5
zero_mathematical_status__parmenidean_rejection	0.3125	0.3125	4
zero_mathematical_status__placeholder_reading	0.4101666666666667	0.39063333333333333	2
zone_failure_recovery_coupling	0.3445	0.3445	3
