constraint	status	purity	F	SI	CC	EX	has_coupling	scope_result	has_nonsense	has_excess	structural	zone
fisa_702_statutory_text__foreign_target_strict_reading	scored	0.9680000000000001	1.0	1.0	1.0	0.8400000000000001	1	invariant	0	1	inconclusive	pristine
fisa_702_statutory_text__incidental_collection_reading	scored	0.5063333333333334	0.0	1.0	0.8333333333333334	0.24	1	invariant	1	1	inconclusive	borderline
fiscal_federalism_absence	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
foreign_pressure_catalyst	scored	0.8320000000000001	1.0	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	sound
fork_mechanical_substitution	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
fourteenth_amendment_equal_protection__anti_caste_reading	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
fourteenth_amendment_equal_protection__formal_equality_reading	scored	0.40049999999999997	0.0	0.75	0.5	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
fourteenth_amendment_equal_protection__judicial_interpretive_drift	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
franchisee_corporate_squeeze	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
french_presidential_authority	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
gaza_evacuation_route_accessibility	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
gdpr_article_3_scope__effects_jurisdiction_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
gdpr_article_3_scope__market_access_reading	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
gdpr_article_3_scope__territorial_sovereignty_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
gdpr_enforcement_structure	scored	0.38199999999999995	0.125	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
gelassenheit_separation__artifact_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
gelassenheit_separation__consequence_reading	scored	0.4741666666666667	0.0	0.75	0.6666666666666667	0.6	1	variant_2	1	1	inconclusive	contaminated
gelassenheit_separation__principle_reading	scored	0.4245	0.0	0.75	0.5	0.56	1	variant_2	1	1	inconclusive	contaminated
gendered_category_membership__biological_sex_reading	scored	0.4291666666666667	0.25	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
gendered_category_membership__gender_identity_reading	scored	0.615	0.25	1.0	1.0	0.20000000000000007	1	invariant	0	1	inconclusive	borderline
gendered_category_membership__social_role_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
genesis_creation_cosmology__institutional_enforcement	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
genesis_creation_cosmology__literary_framework	scored	0.4741666666666667	0.0	0.75	0.6666666666666667	0.6	1	variant_2	1	1	inconclusive	contaminated
genesis_creation_cosmology__theistic_evolution	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
genesis_creation_cosmology__young_earth_literal	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
genesis_creation_narrative__allegorical_ancient_near_east	scored	0.7538333333333334	0.625	1.0	0.8333333333333334	0.5399999999999999	1	invariant	1	1	inconclusive	sound
genesis_creation_narrative__literal_young_earth	scored	0.366	0.125	0.75	0.5	0.08000000000000007	1	variant_2	1	1	inconclusive	contaminated
genesis_creation_narrative__theistic_evolutionary	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
geneva_conventions_1949__conditional_reciprocity_reading	scored	0.7313333333333334	0.75	1.0	0.8333333333333334	0.24	1	invariant	1	1	inconclusive	sound
geneva_conventions_1949__humanitarian_ceiling_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
geneva_conventions_1949__security_maximization_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
geneva_conventions_protective_scope__hybrid_proportionality_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
geneva_conventions_protective_scope__state_centric_reading	scored	0.3445	0.0	0.75	0.5	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
geneva_conventions_protective_scope__universal_rights_reading	scored	0.5291666666666667	0.375	1.0	0.6666666666666667	0.0	1	invariant	1	1	inconclusive	borderline
geopolitical_alliance_fragmentation	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
geopolitical_mineral_dependency	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
gig_economy_emergence_as_exit_mechanism	scored	0.4863333333333334	0.0	1.0	0.8333333333333334	0.14000000000000012	1	invariant	1	1	inconclusive	contaminated
gita_kurukshetra_discourse__gandhian_allegorical_reading	scored	0.3365	0.0	0.75	0.5	0.12	1	variant_2	1	1	inconclusive	contaminated
gita_kurukshetra_discourse__orthodox_literal_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
gita_kurukshetra_discourse__universalist_devotional_reading	scored	0.599	0.25	1.0	1.0	0.12	1	invariant	0	1	inconclusive	borderline
global_oil_supply_stability	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
global_south_coalitional_power	scored	0.38999999999999996	0.125	0.75	0.5	0.19999999999999996	1	variant_2	1	1	inconclusive	contaminated
gold_fiat_transition_mechanism__automatic_constraint_reading	scored	0.4743333333333334	0.0	1.0	0.8333333333333334	0.08000000000000007	1	invariant	1	1	inconclusive	contaminated
gold_fiat_transition_mechanism__composite_overdetermination_reading	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
gold_fiat_transition_mechanism__creditor_discipline_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
gold_fomo_cycle	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
goodharts_law_metric_targeting	scored	0.4863333333333334	0.0	1.0	0.8333333333333334	0.14000000000000012	1	invariant	1	1	inconclusive	contaminated
google_universal_commerce_protocol	scored	0.575	0.25	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
gpl_copyleft_scope__enforcement_vacuum_reading	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
gpl_copyleft_scope__narrow_scope_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
gpl_copyleft_scope__strong_copyleft_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
gpl_derivative_work_trigger__broad_copyleft_reading	scored	0.30283333333333334	0.0	0.75	0.33333333333333337	0.15999999999999992	1	variant_2	1	1	inconclusive	contaminated
gpl_derivative_work_trigger__interface_boundary_reading	scored	0.4205	0.0	0.75	0.5	0.54	1	variant_2	1	1	inconclusive	contaminated
gpl_derivative_work_trigger__narrow_linking_permissive_reading	scored	0.3765	0.0	0.75	0.5	0.31999999999999995	1	variant_2	1	1	inconclusive	contaminated
gpl_reciprocity_obligation__copyleft_as_commons_reading	scored	0.6829999999999999	0.25	1.0	1.0	0.54	1	invariant	0	1	inconclusive	borderline
gpl_reciprocity_obligation__copyleft_as_freedom_reading	scored	0.4325	0.0	0.75	0.5	0.6	1	variant_2	1	1	inconclusive	contaminated
gpl_reciprocity_obligation__copyleft_as_restriction_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
gpu_semiconductor_supply	scored	0.39	0.125	0.75	0.5	0.20000000000000007	1	variant_2	1	1	inconclusive	contaminated
hagia_sophia_substrate__islamic_sovereignty_reading	scored	0.599	0.25	1.0	1.0	0.12	1	invariant	0	1	inconclusive	borderline
hagia_sophia_substrate__orthodox_restitution_reading	scored	0.5901666666666666	0.125	1.0	0.6666666666666667	0.6799999999999999	1	invariant	1	1	inconclusive	borderline
hagia_sophia_substrate__universal_heritage_reading	scored	0.615	0.25	1.0	1.0	0.19999999999999996	1	invariant	0	1	inconclusive	borderline
hebrew_continuity__bridge_pidginized	scored	0.599	0.25	1.0	1.0	0.12	1	invariant	0	1	inconclusive	borderline
hebrew_continuity__liturgical_preservation	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
hebrew_continuity__native_generative	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
hebrew_linguistic_life__liturgical_preservation_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
hebrew_linguistic_life__marketplace_pidgin_reading	scored	0.45799999999999996	0.125	0.75	0.5	0.54	1	variant_2	1	1	inconclusive	contaminated
hebrew_linguistic_life__native_generational_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
hebrew_living_language__hybrid_continuity_reading	scored	0.8560000000000001	1.0	1.0	1.0	0.28	1	invariant	0	1	inconclusive	sound
hebrew_living_language__liturgical_preservation_reading	scored	0.9600000000000001	1.0	1.0	1.0	0.8	1	invariant	0	1	inconclusive	pristine
hebrew_living_language__native_vernacular_reading	scored	0.4983333333333334	0.0	1.0	0.8333333333333334	0.20000000000000007	1	invariant	1	1	inconclusive	contaminated
herem_command_dt7__allegorical_displacement_reading	scored	0.992	1.0	1.0	1.0	0.96	1	invariant	0	1	inconclusive	pristine
herem_command_dt7__contextual_supersession_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
herem_command_dt7__durable_separation_reading	scored	0.4291666666666667	0.25	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
hiring_discrimination_automation	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
historical_treaty_substrate__extinguishment_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
historical_treaty_substrate__nation_to_nation_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
historical_treaty_substrate__stewardship_reading	scored	0.4205	0.0	0.75	0.5	0.54	1	variant_2	1	1	inconclusive	contaminated
hoa_covenant_scope__behavioral_control_reading	scored	0.4983333333333334	0.0	1.0	0.8333333333333334	0.20000000000000007	1	invariant	1	1	inconclusive	contaminated
hoa_covenant_scope__coordination_reading	scored	1.0	1.0	1.0	1.0	1.0	1	invariant	0	1	inconclusive	pristine
hoa_covenant_scope__extraction_reading	scored	0.3661666666666667	0.0	0.75	0.6666666666666667	0.06000000000000005	1	variant_2	1	1	inconclusive	contaminated
homoousios_christology__arian_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
homoousios_christology__pro_nicene_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
homoousios_christology__semi_arian_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
homoousios_nicene__honorific_similarity_reading	scored	0.3365	0.0	0.75	0.5	0.12	1	variant_2	1	1	inconclusive	contaminated
homoousios_nicene__metaphysical_equality_reading	scored	0.358	0.125	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
homoousios_nicene__subordinationist_reading	scored	0.5543333333333333	0.0	1.0	0.8333333333333334	0.48	1	invariant	1	1	inconclusive	borderline
hong_kong_press_freedom_suppression	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
honor_satisfaction_mechanism__composite_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
honor_satisfaction_mechanism__contraction_reading	sentinel	-1.0	1.0	1.0	1.0	1.0	1	invariant	0	1	inconclusive	na
honor_satisfaction_mechanism__decline_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
honor_satisfaction_substrate__composite_overdetermined_reading	scored	0.33249999999999996	0.0	0.75	0.5	0.09999999999999987	1	variant_2	1	1	inconclusive	contaminated
honor_satisfaction_substrate__practice_decline_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
honor_settlement_legitimacy__composite_reading	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
honor_settlement_legitimacy__contraction_reading	scored	0.9720000000000001	1.0	1.0	1.0	0.86	1	invariant	0	1	inconclusive	pristine
honor_settlement_legitimacy__drop_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
honor_violence_legitimacy__composite_reading	scored	0.4666666666666667	0.375	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
honor_violence_legitimacy__contraction_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
honor_violence_legitimacy__drop_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
household_debt_accumulation_cycle	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
humane_treatment_standard__absolute_prohibition	scored	1.0	1.0	1.0	1.0	1.0	1	invariant	0	1	inconclusive	pristine
humane_treatment_standard__contextual_necessity	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
humane_treatment_standard__proportionality_balancing	scored	0.8320000000000001	1.0	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	sound
ietf_openness_commitment__capture_substrate_reading	scored	0.575	0.25	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
ietf_openness_commitment__commons_stewardship_reading	scored	0.8635	0.625	1.0	1.0	0.88	1	invariant	0	1	inconclusive	sound
ietf_openness_commitment__legitimacy_erosion_reading	scored	0.6538333333333334	0.625	1.0	0.8333333333333334	0.040000000000000036	1	invariant	1	1	inconclusive	borderline
ihl_distinction_proportionality__categorical_prohibition_reading	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
ihl_distinction_proportionality__human_agency_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
ihl_distinction_proportionality__outcomes_based_reading	scored	0.6389999999999999	0.25	1.0	1.0	0.31999999999999995	1	invariant	0	1	inconclusive	borderline
imperial_mandate__bakufu_delegation_reading	scored	0.5771666666666667	0.375	1.0	0.6666666666666667	0.24	1	invariant	1	1	inconclusive	borderline
imperial_mandate__loyalist_restoration_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
imperial_religious_property_seizure	scored	0.5	0.0	1.0	1.0	0.0	1	invariant	0	1	inconclusive	borderline
income_support_commitment__care_economy_reading	scored	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	1	variant_2	1	1	inconclusive	contaminated
income_support_commitment__dependency_trap_reading	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
income_support_commitment__freedom_floor_reading	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
income_support_conditionality__dependency_trap_reading	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
income_support_conditionality__freedom_floor_reading	scored	0.988	1.0	1.0	1.0	0.94	1	invariant	0	1	inconclusive	pristine
income_support_conditionality__wage_subsidy_reading	scored	0.627	0.25	1.0	1.0	0.26	1	invariant	0	1	inconclusive	borderline
incumbent_competitive_moat	scored	0.3285	0.0	0.75	0.5	0.08000000000000007	1	variant_2	1	1	inconclusive	contaminated
information_asymmetry_edtech	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
information_asymmetry_exploitation	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
innovators_dilemma	scored	0.627	0.25	1.0	1.0	0.26	1	invariant	0	1	inconclusive	borderline
institutional_legitimacy_without_consent	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
insulin_pricing_cliff	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
international_law_instrumentalization	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
interpretive_authority_concentration	scored	0.4291666666666667	0.25	0.75	0.6666666666666667	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
ip_category_emergence__first_holding_reading	scored	0.627	0.25	1.0	1.0	0.26	1	invariant	0	1	inconclusive	borderline
ip_category_emergence__synchronic_diachronic_seam	scored	0.6538333333333334	0.625	1.0	0.8333333333333334	0.040000000000000036	1	invariant	1	1	inconclusive	borderline
ip_category_emergence__thinkability_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
irc_469_material_participation_kernel__statutory_ambiguity_substrate	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
irc_469_material_participation_kernel__strategic_shelter_reading	scored	0.4663333333333334	0.0	1.0	0.8333333333333334	0.040000000000000036	1	invariant	1	1	inconclusive	contaminated
irc_469_material_participation_kernel__strict_gatekeeper_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
irish_language_suppression	scored	0.6083333333333334	0.5	1.0	0.8333333333333334	0.0	1	invariant	1	1	inconclusive	borderline
irony_absorption_mechanism	scored	0.45833333333333337	0.0	1.0	0.8333333333333334	1.1102230246251565e-16	1	invariant	1	1	inconclusive	contaminated
jati_practice_norm__colonial_census_reading	scored	0.38999999999999996	0.125	0.75	0.5	0.19999999999999996	1	variant_2	1	1	inconclusive	contaminated
jati_practice_norm__localized_practice_reading	scored	0.9440000000000001	1.0	1.0	1.0	0.72	1	invariant	0	1	inconclusive	pristine
jati_practice_norm__orthodox_textual_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
jcpoa_treaty_bindingness__binding_multilateral_reading	scored	0.6938333333333334	0.625	1.0	0.8333333333333334	0.24	1	invariant	1	1	inconclusive	borderline
jcpoa_treaty_bindingness__graduated_compliance_reading	scored	0.8320000000000001	1.0	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	sound
jcpoa_treaty_bindingness__transactional_provisional_reading	scored	0.2788333333333334	0.0	0.75	0.33333333333333337	0.040000000000000036	1	variant_2	1	1	inconclusive	degraded
jevons_paradox	scored	0.4621666666666667	0.0	0.75	0.6666666666666667	0.54	1	variant_2	1	1	inconclusive	contaminated
jihad_quranic_corpus__defensive_spiritual_reading	scored	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	1	variant_2	1	1	inconclusive	contaminated
jihad_quranic_corpus__expansionist_legalist_reading	scored	0.4291666666666667	0.25	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
jihad_quranic_corpus__revolutionary_vanguard_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
john_1_1_logos__non_incarnational_monotheist	scored	0.35	0.125	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
john_1_1_logos__orthodox_christological	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
john_1_1_logos__subordinationist	scored	0.3285	0.0	0.75	0.5	0.08000000000000007	1	variant_2	1	1	inconclusive	contaminated
july_charter_sovereign_legitimacy__guided_nationalism_reading	scored	0.366	0.125	0.75	0.5	0.08000000000000007	1	variant_2	1	1	inconclusive	contaminated
july_charter_sovereign_legitimacy__military_custodian_reading	scored	0.3285	0.0	0.75	0.5	0.08000000000000007	1	variant_2	1	1	inconclusive	contaminated
july_charter_sovereign_legitimacy__secular_democratic_reading	scored	0.607	0.25	1.0	1.0	0.15999999999999992	1	invariant	0	1	inconclusive	borderline
jurisprudential_method_kernel__hanafi_reading	scored	0.4541666666666667	0.0	0.75	0.6666666666666667	0.5	1	variant_2	1	1	inconclusive	contaminated
jurisprudential_method_kernel__hanbali_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
jurisprudential_method_kernel__maliki_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
jurisprudential_method_kernel__shafii_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
kami_buddha_ontology__domain_partition_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
kami_buddha_ontology__pragmatic_accommodation_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
kami_buddha_ontology__unified_manifestation_reading	scored	0.599	0.25	1.0	1.0	0.12	1	invariant	0	1	inconclusive	borderline
kjv_text_1611__exclusive_inspiration_reading	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
kjv_text_1611__functional_equivalence_reading	scored	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	1	variant_2	1	1	inconclusive	contaminated
kjv_text_1611__revisable_translation_reading	scored	0.4101666666666667	0.0	0.75	0.6666666666666667	0.28	1	variant_2	1	1	inconclusive	contaminated
knowledge_commons_collapse	scored	0.27083333333333337	0.0	0.75	0.33333333333333337	0.0	1	variant_2	1	1	inconclusive	degraded
kodashim_commandment_status__messianic_deferral	scored	0.4501666666666667	0.0	0.75	0.6666666666666667	0.48	1	variant_2	1	1	inconclusive	contaminated
kodashim_commandment_status__performance_only	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
kodashim_commandment_status__study_as_performance	scored	1.0	1.0	1.0	1.0	1.0	1	invariant	0	1	inconclusive	pristine
kodashim_corpus__performance_only	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
kodashim_corpus__study_as_exercise	scored	1.0	1.0	1.0	1.0	1.0	1	invariant	0	1	inconclusive	pristine
kodashim_corpus__substitution_archive	scored	0.647	0.25	1.0	1.0	0.3600000000000001	1	invariant	0	1	inconclusive	borderline
kodashim_obligation__memorial_archival	scored	0.8635	0.625	1.0	1.0	0.88	1	invariant	0	1	inconclusive	sound
kodashim_obligation__performance_prerequisite	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
kodashim_obligation__study_as_occupation	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
lagrange_multipliers	scored	0.9760000000000001	1.0	1.0	1.0	0.88	1	invariant	0	1	inconclusive	pristine
large_language_model_training_data_acquisition	scored	0.3245	0.0	0.75	0.5	0.06000000000000005	1	variant_2	1	1	inconclusive	contaminated
latin_correctness__continuity_reading	scored	0.9600000000000001	1.0	1.0	1.0	0.8	1	invariant	0	1	inconclusive	pristine
latin_correctness__hybrid_reading	scored	0.615	0.25	1.0	1.0	0.20000000000000007	1	invariant	0	1	inconclusive	borderline
latin_correctness__rupture_reading	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
lausanne_minority_protections__expansive_reading	scored	0.7578333333333334	0.625	1.0	0.8333333333333334	0.56	1	invariant	1	1	inconclusive	sound
lausanne_minority_protections__guarantor_reading	scored	0.7738333333333334	0.625	1.0	0.8333333333333334	0.6399999999999999	1	invariant	1	1	inconclusive	sound
lausanne_minority_protections__restrictive_reading	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
legacy_admission_gatekeeping	scored	0.35	0.125	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
legal_personhood_boundary__developmental_potentiality_reading	scored	0.3541666666666667	0.0	0.75	0.6666666666666667	0.0	1	variant_2	1	1	inconclusive	contaminated
legal_personhood_boundary__functional_capacity_reading	scored	0.27083333333333337	0.0	0.75	0.33333333333333337	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	degraded
legal_personhood_boundary__restrictive_anthropocentric_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
legislative_minority_veto_mechanism	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
legitimacy_of_imposed_practice__endogenous_climb_reading	scored	0.4461666666666667	0.0	0.75	0.6666666666666667	0.4600000000000001	1	variant_2	1	1	inconclusive	contaminated
legitimacy_of_imposed_practice__exogenous_override_reading	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
legitimacy_of_imposed_practice__hybrid_scaffolding_reading	scored	0.599	0.25	1.0	1.0	0.12	1	invariant	0	1	inconclusive	borderline
legitimacy_of_practice_standardization__dual_practice_equilibrium_reading	scored	0.4341666666666667	0.0	0.75	0.6666666666666667	0.4	1	variant_2	1	1	inconclusive	contaminated
legitimacy_of_practice_standardization__endogenous_displacement_reading	scored	0.936	1.0	1.0	1.0	0.6799999999999999	1	invariant	0	1	inconclusive	pristine
legitimacy_of_practice_standardization__exogenous_override_reading	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
legitimate_health_intervention__bodily_autonomy_primary	scored	0.3205	0.0	0.75	0.5	0.040000000000000036	1	variant_2	1	1	inconclusive	contaminated
legitimate_health_intervention__proportionality_reading	scored	0.4421666666666667	0.0	0.75	0.6666666666666667	0.43999999999999995	1	variant_2	1	1	inconclusive	contaminated
legitimate_health_intervention__public_health_primary	scored	0.3405	0.0	0.75	0.5	0.14000000000000012	1	variant_2	1	1	inconclusive	contaminated
legitimate_knowledge_boundary__credentialed_expertise_reading	scored	0.3125	0.0	0.75	0.5	0.0	1	variant_2	1	1	inconclusive	contaminated
legitimate_knowledge_boundary__experiential_pluralism_reading	scored	0.3125	0.0	0.75	0.5	1.1102230246251565e-16	1	variant_2	1	1	inconclusive	contaminated
