kernel	reading_a	reading_b	verdict	exact_agree	exact_disp	exact_blind	fuzzy_disp
personhood_boundary	personhood_boundary__conception_reading	personhood_boundary__developmental_capacity_reading	key_fragile	2	0	9	2
personhood_boundary	personhood_boundary__conception_reading	personhood_boundary__spartan_eugenic_reading	robustly_binocular	0	1	9	1
personhood_boundary	personhood_boundary__conception_reading	personhood_boundary__viability_reading	robustly_binocular	0	2	6	4
personhood_boundary	personhood_boundary__developmental_capacity_reading	personhood_boundary__spartan_eugenic_reading	robustly_binocular	0	1	10	2
personhood_boundary	personhood_boundary__developmental_capacity_reading	personhood_boundary__viability_reading	robustly_binocular	0	1	9	4
personhood_boundary	personhood_boundary__spartan_eugenic_reading	personhood_boundary__viability_reading	robustly_binocular	0	1	7	3
preparedness_transmission	preparedness_transmission__competence_reading	preparedness_transmission__husk_reading	key_fragile	0	0	12	3
preparedness_transmission	preparedness_transmission__competence_reading	preparedness_transmission__hybrid_reading	robustly_binocular	0	1	10	2
preparedness_transmission	preparedness_transmission__husk_reading	preparedness_transmission__hybrid_reading	key_fragile	2	0	8	1
press_reformation_causality	press_reformation_causality__beneficiary_deployment	press_reformation_causality__precondition_convergence	key_fragile	0	0	12	2
press_reformation_causality	press_reformation_causality__beneficiary_deployment	press_reformation_causality__technological_inevitability	key_fragile	1	0	8	3
press_reformation_causality	press_reformation_causality__precondition_convergence	press_reformation_causality__technological_inevitability	key_fragile	0	0	10	2
public_health_mandate_authority	public_health_mandate_authority__bodily_autonomy_primary	public_health_mandate_authority__proportionality_reading	robustly_binocular	2	1	6	3
public_health_mandate_authority	public_health_mandate_authority__bodily_autonomy_primary	public_health_mandate_authority__public_health_primary	key_fragile	3	0	8	2
public_health_mandate_authority	public_health_mandate_authority__proportionality_reading	public_health_mandate_authority__public_health_primary	key_fragile	2	0	10	2
qualified_immunity_doctrine	qualified_immunity_doctrine__accountability_void_reading	qualified_immunity_doctrine__constitutional_fidelity_reading	key_fragile	4	0	5	1
qualified_immunity_doctrine	qualified_immunity_doctrine__accountability_void_reading	qualified_immunity_doctrine__protective_scaffold_reading	key_fragile	4	0	4	1
qualified_immunity_doctrine	qualified_immunity_doctrine__constitutional_fidelity_reading	qualified_immunity_doctrine__protective_scaffold_reading	robustly_binocular	3	1	5	3
quantum_formalism	quantum_formalism__copenhagen_reading	quantum_formalism__many_worlds_reading	key_fragile	2	0	9	1
quantum_formalism	quantum_formalism__copenhagen_reading	quantum_formalism__pilot_wave_reading	robustly_undersampled	5	0	3	0
quantum_formalism	quantum_formalism__many_worlds_reading	quantum_formalism__pilot_wave_reading	key_fragile	2	0	8	1
quran_9_5_scope	quran_9_5_scope__abrogating_universal	quran_9_5_scope__contextual_defensive	robustly_binocular	0	2	8	3
quran_9_5_scope	quran_9_5_scope__abrogating_universal	quran_9_5_scope__progressive_synthesis	robustly_binocular	0	1	10	3
quran_9_5_scope	quran_9_5_scope__contextual_defensive	quran_9_5_scope__progressive_synthesis	key_fragile	2	0	8	1
quran_hadith_substrate	quran_hadith_substrate__reformist_ijtihad	quran_hadith_substrate__state_hybrid	key_fragile	0	0	14	3
quran_hadith_substrate	quran_hadith_substrate__reformist_ijtihad	quran_hadith_substrate__traditionalist_taqlid	key_fragile	1	0	12	3
quran_hadith_substrate	quran_hadith_substrate__state_hybrid	quran_hadith_substrate__traditionalist_taqlid	robustly_binocular	2	1	8	2
quran_ontological_status	quran_ontological_status__created_reading	quran_ontological_status__state_enforced_creation_reading	key_fragile	1	0	11	2
quran_ontological_status	quran_ontological_status__created_reading	quran_ontological_status__uncreated_reading	key_fragile	0	0	13	4
quran_ontological_status	quran_ontological_status__state_enforced_creation_reading	quran_ontological_status__uncreated_reading	key_fragile	1	0	10	4
quranic_gender_verses	quranic_gender_verses__contextual_egalitarian	quranic_gender_verses__literal_hierarchical	key_fragile	0	0	13	4
quranic_gender_verses	quranic_gender_verses__contextual_egalitarian	quranic_gender_verses__progressive_abrogation	robustly_binocular	2	1	8	3
quranic_gender_verses	quranic_gender_verses__literal_hierarchical	quranic_gender_verses__progressive_abrogation	key_fragile	0	0	13	3
qwerty_persistence	qwerty_persistence__incumbent_preservation_reading	qwerty_persistence__lapsed_alternatives_reading	key_fragile	0	0	11	3
rbio_practice_norm_complex	rbio_practice_norm_complex__hegemonic_extraction_reading	rbio_practice_norm_complex__liberal_institutional_reading	robustly_undersampled	3	0	5	0
rbio_practice_norm_complex	rbio_practice_norm_complex__hegemonic_extraction_reading	rbio_practice_norm_complex__sovereignty_maximalist_reading	robustly_undersampled	5	0	1	0
rbio_practice_norm_complex	rbio_practice_norm_complex__liberal_institutional_reading	rbio_practice_norm_complex__sovereignty_maximalist_reading	robustly_undersampled	4	0	4	0
refugee_convention_text	refugee_convention_text__expansive_humanitarian_reading	refugee_convention_text__procedural_integrity_reading	key_fragile	3	0	7	2
refugee_convention_text	refugee_convention_text__expansive_humanitarian_reading	refugee_convention_text__restrictive_sovereignty_reading	key_fragile	2	0	8	1
refugee_convention_text	refugee_convention_text__procedural_integrity_reading	refugee_convention_text__restrictive_sovereignty_reading	key_fragile	3	0	5	1
remonstrance_authority	remonstrance_authority__crown_reading	remonstrance_authority__magistrate_reading	key_fragile	1	0	10	2
rfc9293_tcp_specification	rfc9293_tcp_specification__middlebox_realism_reading	rfc9293_tcp_specification__optimization_latitude_reading	robustly_binocular	0	1	11	4
rfc9293_tcp_specification	rfc9293_tcp_specification__middlebox_realism_reading	rfc9293_tcp_specification__strict_invariance_reading	robustly_binocular	0	1	11	4
rfc9293_tcp_specification	rfc9293_tcp_specification__optimization_latitude_reading	rfc9293_tcp_specification__strict_invariance_reading	robustly_binocular	0	1	10	3
rogers_commission_findings	rogers_commission_findings__actuarial_risk_acceptance	rogers_commission_findings__engineering_absolute_threshold	key_fragile	1	0	10	3
rogers_commission_findings	rogers_commission_findings__actuarial_risk_acceptance	rogers_commission_findings__management_compliance_narrative	robustly_undersampled	3	0	6	0
rogers_commission_findings	rogers_commission_findings__engineering_absolute_threshold	rogers_commission_findings__management_compliance_narrative	robustly_binocular	2	2	4	3
rome_statute_jurisdiction	rome_statute_jurisdiction__hybrid_complementarity_reading	rome_statute_jurisdiction__sovereigntist_reading	key_fragile	4	0	5	1
rome_statute_jurisdiction	rome_statute_jurisdiction__hybrid_complementarity_reading	rome_statute_jurisdiction__universalist_reading	key_fragile	3	0	7	2
rome_statute_jurisdiction	rome_statute_jurisdiction__sovereigntist_reading	rome_statute_jurisdiction__universalist_reading	key_fragile	3	0	6	1
salic_prohibition	salic_prohibition__cognatic_reversion_reading	salic_prohibition__immutable_mandate_reading	key_fragile	1	0	10	2
salic_prohibition	salic_prohibition__cognatic_reversion_reading	salic_prohibition__sovereign_override_reading	key_fragile	1	0	11	3
salic_prohibition	salic_prohibition__immutable_mandate_reading	salic_prohibition__sovereign_override_reading	key_fragile	3	0	7	3
script_as_identity	script_as_identity__kemalist_rupture_reading	script_as_identity__ottoman_continuity_reading	robustly_undersampled	4	0	5	0
script_as_identity	script_as_identity__kemalist_rupture_reading	script_as_identity__phonetic_instrumentalism_reading	key_fragile	4	0	4	1
script_as_identity	script_as_identity__ottoman_continuity_reading	script_as_identity__phonetic_instrumentalism_reading	key_fragile	4	0	5	1
second_amendment_arms_right	second_amendment_arms_right__civic_republican_reading	second_amendment_arms_right__collective_right_reading	robustly_binocular	1	1	8	4
second_amendment_arms_right	second_amendment_arms_right__civic_republican_reading	second_amendment_arms_right__individual_right_reading	robustly_binocular	2	1	7	4
second_amendment_arms_right	second_amendment_arms_right__collective_right_reading	second_amendment_arms_right__individual_right_reading	key_fragile	3	0	7	2
second_amendment_boundary	second_amendment_boundary__individual_right_reading	second_amendment_boundary__insurrectionist_reading	key_fragile	2	0	8	2
second_amendment_boundary	second_amendment_boundary__individual_right_reading	second_amendment_boundary__militia_conditioned_reading	key_fragile	3	0	7	1
second_amendment_boundary	second_amendment_boundary__insurrectionist_reading	second_amendment_boundary__militia_conditioned_reading	key_fragile	2	0	9	2
second_amendment_text	second_amendment_text__collective_rights_reading	second_amendment_text__collective_security_reading	robustly_binocular	1	1	7	2
second_amendment_text	second_amendment_text__collective_rights_reading	second_amendment_text__collectivist_reading	robustly_binocular	1	1	6	2
second_amendment_text	second_amendment_text__collective_rights_reading	second_amendment_text__hybrid_civic_reading	robustly_binocular	1	1	6	2
second_amendment_text	second_amendment_text__collective_rights_reading	second_amendment_text__hybrid_scope_limitation_reading	robustly_binocular	1	1	8	3
second_amendment_text	second_amendment_text__collective_rights_reading	second_amendment_text__individual_rights_reading	robustly_binocular	2	1	6	3
second_amendment_text	second_amendment_text__collective_rights_reading	second_amendment_text__individualist_reading	key_fragile	1	0	9	3
second_amendment_text	second_amendment_text__collective_rights_reading	second_amendment_text__originalist_civic_virtue_reading	robustly_binocular	0	1	10	3
second_amendment_text	second_amendment_text__collective_security_reading	second_amendment_text__collectivist_reading	robustly_binocular	2	1	5	2
second_amendment_text	second_amendment_text__collective_security_reading	second_amendment_text__hybrid_civic_reading	key_fragile	4	0	3	2
second_amendment_text	second_amendment_text__collective_security_reading	second_amendment_text__hybrid_scope_limitation_reading	robustly_binocular	4	1	3	2
second_amendment_text	second_amendment_text__collective_security_reading	second_amendment_text__individual_rights_reading	robustly_binocular	3	1	5	2
second_amendment_text	second_amendment_text__collective_security_reading	second_amendment_text__individualist_reading	robustly_binocular	2	1	6	3
second_amendment_text	second_amendment_text__collective_security_reading	second_amendment_text__originalist_civic_virtue_reading	key_fragile	2	0	9	2
second_amendment_text	second_amendment_text__collectivist_reading	second_amendment_text__hybrid_civic_reading	robustly_binocular	2	1	4	1
second_amendment_text	second_amendment_text__collectivist_reading	second_amendment_text__hybrid_scope_limitation_reading	robustly_binocular	2	1	6	2
second_amendment_text	second_amendment_text__collectivist_reading	second_amendment_text__individual_rights_reading	robustly_binocular	1	1	8	1
second_amendment_text	second_amendment_text__collectivist_reading	second_amendment_text__individualist_reading	key_fragile	1	0	9	3
second_amendment_text	second_amendment_text__collectivist_reading	second_amendment_text__originalist_civic_virtue_reading	robustly_binocular	1	2	6	2
second_amendment_text	second_amendment_text__hybrid_civic_reading	second_amendment_text__hybrid_scope_limitation_reading	key_fragile	3	0	6	2
second_amendment_text	second_amendment_text__hybrid_civic_reading	second_amendment_text__individual_rights_reading	key_fragile	2	0	8	2
second_amendment_text	second_amendment_text__hybrid_civic_reading	second_amendment_text__individualist_reading	key_fragile	2	0	7	3
second_amendment_text	second_amendment_text__hybrid_civic_reading	second_amendment_text__originalist_civic_virtue_reading	robustly_binocular	1	1	8	2
second_amendment_text	second_amendment_text__hybrid_scope_limitation_reading	second_amendment_text__individual_rights_reading	robustly_binocular	3	1	6	2
second_amendment_text	second_amendment_text__hybrid_scope_limitation_reading	second_amendment_text__individualist_reading	key_fragile	3	0	7	2
second_amendment_text	second_amendment_text__hybrid_scope_limitation_reading	second_amendment_text__originalist_civic_virtue_reading	key_fragile	2	0	10	2
second_amendment_text	second_amendment_text__individual_rights_reading	second_amendment_text__individualist_reading	robustly_binocular	1	1	9	3
second_amendment_text	second_amendment_text__individual_rights_reading	second_amendment_text__originalist_civic_virtue_reading	robustly_binocular	3	1	6	2
second_amendment_text	second_amendment_text__individualist_reading	second_amendment_text__originalist_civic_virtue_reading	key_fragile	0	0	13	3
separation_of_powers_text	separation_of_powers_text__formalist_reading	separation_of_powers_text__functionalist_reading	key_fragile	2	0	9	3
separation_of_powers_text	separation_of_powers_text__formalist_reading	separation_of_powers_text__unitary_executive_reading	key_fragile	2	0	7	2
separation_of_powers_text	separation_of_powers_text__functionalist_reading	separation_of_powers_text__unitary_executive_reading	key_fragile	2	0	10	3
shinbutsu_coexistence_commitment	shinbutsu_coexistence_commitment__domain_partition_reading	shinbutsu_coexistence_commitment__incoherent_bundle_reading	robustly_binocular	0	2	5	3
shinbutsu_coexistence_commitment	shinbutsu_coexistence_commitment__domain_partition_reading	shinbutsu_coexistence_commitment__syncretic_fusion_reading	robustly_binocular	0	1	8	3
shinbutsu_coexistence_commitment	shinbutsu_coexistence_commitment__incoherent_bundle_reading	shinbutsu_coexistence_commitment__syncretic_fusion_reading	robustly_binocular	3	1	3	3
sovereign_legitimacy	sovereign_legitimacy__constitutional_hybrid_reading	sovereign_legitimacy__monarchical_reading	robustly_binocular	2	1	6	2
sovereign_legitimacy	sovereign_legitimacy__constitutional_hybrid_reading	sovereign_legitimacy__republican_reading	robustly_binocular	3	1	5	3
sovereign_legitimacy	sovereign_legitimacy__monarchical_reading	sovereign_legitimacy__republican_reading	key_fragile	3	0	7	1
speech_harm_boundary	speech_harm_boundary__absolutist_reading	speech_harm_boundary__dignity_reading	key_fragile	3	0	9	1
speech_harm_boundary	speech_harm_boundary__absolutist_reading	speech_harm_boundary__harm_balancing_reading	robustly_binocular	5	1	3	1
speech_harm_boundary	speech_harm_boundary__dignity_reading	speech_harm_boundary__harm_balancing_reading	key_fragile	3	0	8	1
state_commitment_installation_mechanism	state_commitment_installation_mechanism__endogenous_climb_reading	state_commitment_installation_mechanism__exogenous_imposition_reading	robustly_binocular	0	1	10	1
state_commitment_installation_mechanism	state_commitment_installation_mechanism__endogenous_climb_reading	state_commitment_installation_mechanism__hybrid_cascade_reading	robustly_binocular	0	1	10	3
state_commitment_installation_mechanism	state_commitment_installation_mechanism__exogenous_imposition_reading	state_commitment_installation_mechanism__hybrid_cascade_reading	key_fragile	1	0	10	2
state_killing_authority	state_killing_authority__abolition_reading	state_killing_authority__deterrence_reading	robustly_binocular	1	1	5	2
state_killing_authority	state_killing_authority__abolition_reading	state_killing_authority__retributive_reading	robustly_binocular	1	1	5	2
state_killing_authority	state_killing_authority__deterrence_reading	state_killing_authority__retributive_reading	robustly_binocular	2	1	6	2
statutory_debt_ceiling	statutory_debt_ceiling__constitutional_nullity_reading	statutory_debt_ceiling__coordination_scaffold_reading	robustly_binocular	1	1	6	2
statutory_debt_ceiling	statutory_debt_ceiling__constitutional_nullity_reading	statutory_debt_ceiling__extraction_snare_reading	key_fragile	1	0	8	1
statutory_debt_ceiling	statutory_debt_ceiling__coordination_scaffold_reading	statutory_debt_ceiling__extraction_snare_reading	key_fragile	2	0	8	1
structural_adjustment_conditionalities	structural_adjustment_conditionalities__creditor_coordination_reading	structural_adjustment_conditionalities__debtor_extraction_reading	robustly_binocular	0	1	9	3
structural_adjustment_conditionalities	structural_adjustment_conditionalities__creditor_coordination_reading	structural_adjustment_conditionalities__hybrid_selectivity_reading	key_fragile	0	0	11	3
structural_adjustment_conditionalities	structural_adjustment_conditionalities__debtor_extraction_reading	structural_adjustment_conditionalities__hybrid_selectivity_reading	key_fragile	2	0	8	3
substance_control_kernel	substance_control_kernel__harm_reduction_reading	substance_control_kernel__legalization_reading	robustly_binocular	1	1	9	3
substance_control_kernel	substance_control_kernel__harm_reduction_reading	substance_control_kernel__prohibition_reading	key_fragile	2	0	11	1
substance_control_kernel	substance_control_kernel__legalization_reading	substance_control_kernel__prohibition_reading	robustly_binocular	1	2	8	3
supermajority_threshold	supermajority_threshold__adaptive_gradient_reading	supermajority_threshold__consensus_safeguard_reading	key_fragile	3	0	6	1
supermajority_threshold	supermajority_threshold__adaptive_gradient_reading	supermajority_threshold__minoritarian_veto_reading	robustly_binocular	2	1	6	1
supermajority_threshold	supermajority_threshold__consensus_safeguard_reading	supermajority_threshold__minoritarian_veto_reading	key_fragile	2	0	8	2
takings_clause_boundary	takings_clause_boundary__categorical_takings_reading	takings_clause_boundary__physical_appropriation_reading	robustly_undersampled	4	0	4	0
takings_clause_boundary	takings_clause_boundary__categorical_takings_reading	takings_clause_boundary__regulatory_takings_reading	robustly_binocular	1	1	8	2
takings_clause_boundary	takings_clause_boundary__physical_appropriation_reading	takings_clause_boundary__regulatory_takings_reading	robustly_binocular	1	1	8	2
tcp_ip_interpretation	tcp_ip_interpretation__neutrality_reading	tcp_ip_interpretation__prioritization_reading	robustly_binocular	3	2	5	2
tcp_ip_interpretation	tcp_ip_interpretation__neutrality_reading	tcp_ip_interpretation__zero_rating_reading	key_fragile	1	0	12	1
tcp_ip_interpretation	tcp_ip_interpretation__prioritization_reading	tcp_ip_interpretation__zero_rating_reading	robustly_binocular	1	1	11	3
tenure_contract	tenure_contract__academic_freedom_reading	tenure_contract__demographic_reproduction_reading	key_fragile	3	0	6	2
tenure_contract	tenure_contract__academic_freedom_reading	tenure_contract__institutional_extraction_reading	key_fragile	2	0	8	3
tenure_contract	tenure_contract__demographic_reproduction_reading	tenure_contract__institutional_extraction_reading	robustly_undersampled	3	0	6	0
tordesillas_demarcation_kernel	tordesillas_demarcation_kernel__portuguese_exploration_legitimation	tordesillas_demarcation_kernel__spanish_conquest_legitimation	key_fragile	2	0	9	1
total_war_winnability_post1945	total_war_winnability_post1945__normative_reading_drop	total_war_winnability_post1945__strategic_culture_drift	robustly_binocular	1	1	8	2
total_war_winnability_post1945	total_war_winnability_post1945__normative_reading_drop	total_war_winnability_post1945__structural_contraction_reading	key_fragile	1	0	8	2
total_war_winnability_post1945	total_war_winnability_post1945__strategic_culture_drift	total_war_winnability_post1945__structural_contraction_reading	key_fragile	1	0	6	2
treaty_authority_cession	treaty_authority_cession__crown_cession_reading	treaty_authority_cession__rangatiratanga_retention_reading	robustly_binocular	3	1	4	2
treaty_authority_cession	treaty_authority_cession__crown_cession_reading	treaty_authority_cession__retrospective_snare_exposure	key_fragile	3	0	5	1
treaty_authority_cession	treaty_authority_cession__rangatiratanga_retention_reading	treaty_authority_cession__retrospective_snare_exposure	key_fragile	2	0	7	2
trips_agreement_interpretive_kernel	trips_agreement_interpretive_kernel__dispute_settlement_interpretive_authority	trips_agreement_interpretive_kernel__public_health_flexibility_reading	robustly_binocular	3	2	4	2
trips_agreement_interpretive_kernel	trips_agreement_interpretive_kernel__dispute_settlement_interpretive_authority	trips_agreement_interpretive_kernel__strong_exclusivity_reading	robustly_binocular	2	1	8	3
trips_agreement_interpretive_kernel	trips_agreement_interpretive_kernel__public_health_flexibility_reading	trips_agreement_interpretive_kernel__strong_exclusivity_reading	robustly_binocular	3	1	6	3
tsunami_stone_commitment	tsunami_stone_commitment__behavioral_competence_reading	tsunami_stone_commitment__catastrophe_validation_axis	key_fragile	0	0	6	3
tsunami_stone_commitment	tsunami_stone_commitment__behavioral_competence_reading	tsunami_stone_commitment__commemorative_husk_reading	key_fragile	0	0	9	3
tsunami_stone_commitment	tsunami_stone_commitment__catastrophe_validation_axis	tsunami_stone_commitment__commemorative_husk_reading	robustly_binocular	1	1	5	2
udhr_article_3	udhr_article_3__negative_liberty_reading	udhr_article_3__positive_entitlement_reading	robustly_binocular	1	2	7	4
udhr_article_3	udhr_article_3__negative_liberty_reading	udhr_article_3__procedural_hybrid_reading	key_fragile	2	0	8	1
udhr_article_3	udhr_article_3__positive_entitlement_reading	udhr_article_3__procedural_hybrid_reading	robustly_binocular	1	1	9	2
udhr_authority	udhr_authority__aspirational_sovereignty_reading	udhr_authority__binding_universalism_reading	robustly_binocular	3	1	5	2
udhr_authority	udhr_authority__aspirational_sovereignty_reading	udhr_authority__customary_emergence_reading	key_fragile	3	0	6	3
udhr_authority	udhr_authority__binding_universalism_reading	udhr_authority__customary_emergence_reading	key_fragile	5	0	3	1
unclos_maritime_sovereignty	unclos_maritime_sovereignty__expansive_construction_reading	unclos_maritime_sovereignty__hybrid_effective_control_reading	robustly_binocular	1	1	8	4
unclos_maritime_sovereignty	unclos_maritime_sovereignty__expansive_construction_reading	unclos_maritime_sovereignty__strict_geographic_reading	robustly_binocular	2	2	5	3
unclos_maritime_sovereignty	unclos_maritime_sovereignty__hybrid_effective_control_reading	unclos_maritime_sovereignty__strict_geographic_reading	key_fragile	3	0	7	1
unclos_sovereignty_boundary	unclos_sovereignty_boundary__historical_rights_reading	unclos_sovereignty_boundary__non_ratifier_enforcement_reading	key_fragile	3	0	6	2
unclos_sovereignty_boundary	unclos_sovereignty_boundary__historical_rights_reading	unclos_sovereignty_boundary__strict_eez_reading	key_fragile	3	0	6	1
unclos_sovereignty_boundary	unclos_sovereignty_boundary__non_ratifier_enforcement_reading	unclos_sovereignty_boundary__strict_eez_reading	key_fragile	4	0	4	1
unsc_242_withdrawal_clause	unsc_242_withdrawal_clause__interpretive_authority_structure	unsc_242_withdrawal_clause__maximal_withdrawal_reading	robustly_binocular	0	1	11	4
unsc_242_withdrawal_clause	unsc_242_withdrawal_clause__interpretive_authority_structure	unsc_242_withdrawal_clause__partial_withdrawal_reading	key_fragile	0	0	13	3
unsc_242_withdrawal_clause	unsc_242_withdrawal_clause__maximal_withdrawal_reading	unsc_242_withdrawal_clause__partial_withdrawal_reading	key_fragile	2	0	8	2
us_constitution_1787	us_constitution_1787__living_reading	us_constitution_1787__originalist_reading	robustly_undersampled	4	0	5	0
us_constitution_1787	us_constitution_1787__living_reading	us_constitution_1787__positivist_reading	key_fragile	2	0	8	1
us_constitution_1787	us_constitution_1787__originalist_reading	us_constitution_1787__positivist_reading	key_fragile	2	0	9	2
us_constitution_interpretive	us_constitution_interpretive__living_constitution_reading	us_constitution_interpretive__originalist_reading	robustly_undersampled	4	0	5	0
us_constitution_interpretive	us_constitution_interpretive__living_constitution_reading	us_constitution_interpretive__popular_constitutionalism_reading	key_fragile	1	0	11	4
us_constitution_interpretive	us_constitution_interpretive__originalist_reading	us_constitution_interpretive__popular_constitutionalism_reading	key_fragile	0	0	14	5
usul_al_fiqh_method	usul_al_fiqh_method__hanafi_reading	usul_al_fiqh_method__hanbali_reading	key_fragile	1	0	10	1
usul_al_fiqh_method	usul_al_fiqh_method__hanafi_reading	usul_al_fiqh_method__maliki_reading	robustly_binocular	0	1	11	1
usul_al_fiqh_method	usul_al_fiqh_method__hanafi_reading	usul_al_fiqh_method__shafii_reading	key_fragile	3	0	6	1
usul_al_fiqh_method	usul_al_fiqh_method__hanbali_reading	usul_al_fiqh_method__maliki_reading	robustly_binocular	0	1	11	2
usul_al_fiqh_method	usul_al_fiqh_method__hanbali_reading	usul_al_fiqh_method__shafii_reading	key_fragile	2	0	8	1
usul_al_fiqh_method	usul_al_fiqh_method__maliki_reading	usul_al_fiqh_method__shafii_reading	robustly_binocular	0	1	11	3
vaccine_mandate_legitimacy	vaccine_mandate_legitimacy__bodily_autonomy_primacy_reading	vaccine_mandate_legitimacy__public_health_primacy_reading	key_fragile	3	0	6	1
vaccine_mandate_legitimacy	vaccine_mandate_legitimacy__bodily_autonomy_primacy_reading	vaccine_mandate_legitimacy__risk_stratification_reading	key_fragile	2	0	9	2
vaccine_mandate_legitimacy	vaccine_mandate_legitimacy__public_health_primacy_reading	vaccine_mandate_legitimacy__risk_stratification_reading	key_fragile	4	0	5	1
vedic_corpus_social_prescription	vedic_corpus_social_prescription__colonial_orientalist_reading	vedic_corpus_social_prescription__orthodox_varna_reading	key_fragile	1	0	10	1
vedic_corpus_social_prescription	vedic_corpus_social_prescription__colonial_orientalist_reading	vedic_corpus_social_prescription__reformist_spiritual_reading	key_fragile	1	0	10	3
vedic_corpus_social_prescription	vedic_corpus_social_prescription__orthodox_varna_reading	vedic_corpus_social_prescription__reformist_spiritual_reading	key_fragile	1	0	8	1
vedic_dharmic_corpus	vedic_dharmic_corpus__bhakti_devotional_reading	vedic_dharmic_corpus__hereditary_monopoly_reading	robustly_binocular	1	1	8	3
vedic_dharmic_corpus	vedic_dharmic_corpus__bhakti_devotional_reading	vedic_dharmic_corpus__reformist_egalitarian_reading	key_fragile	1	0	9	2
vedic_dharmic_corpus	vedic_dharmic_corpus__hereditary_monopoly_reading	vedic_dharmic_corpus__reformist_egalitarian_reading	key_fragile	0	0	13	2
versailles_reparations_clauses	versailles_reparations_clauses__limited_responsibility_reading	versailles_reparations_clauses__punitive_liability_reading	robustly_binocular	0	1	9	2
versailles_reparations_clauses	versailles_reparations_clauses__limited_responsibility_reading	versailles_reparations_clauses__repudiation_reading	robustly_binocular	2	1	5	3
versailles_reparations_clauses	versailles_reparations_clauses__punitive_liability_reading	versailles_reparations_clauses__repudiation_reading	key_fragile	1	0	10	1
waitangi_sovereignty_allocation	waitangi_sovereignty_allocation__crown_sovereignty_reading	waitangi_sovereignty_allocation__partnership_reading	key_fragile	1	0	8	1
waitangi_sovereignty_allocation	waitangi_sovereignty_allocation__crown_sovereignty_reading	waitangi_sovereignty_allocation__rangatiratanga_reading	key_fragile	1	0	8	1
waitangi_sovereignty_allocation	waitangi_sovereignty_allocation__partnership_reading	waitangi_sovereignty_allocation__rangatiratanga_reading	key_fragile	3	0	6	1
war_powers_allocation	war_powers_allocation__congressional_primacy_reading	war_powers_allocation__functional_accommodation_reading	key_fragile	1	0	9	1
war_powers_allocation	war_powers_allocation__congressional_primacy_reading	war_powers_allocation__inherent_executive_reading	robustly_undersampled	3	0	6	0
war_powers_allocation	war_powers_allocation__functional_accommodation_reading	war_powers_allocation__inherent_executive_reading	key_fragile	3	0	5	1
westphalia_sovereignty	westphalia_sovereignty__absolute_non_intervention	westphalia_sovereignty__conditional_responsibility	robustly_binocular	4	1	3	2
westphalia_sovereignty	westphalia_sovereignty__absolute_non_intervention	westphalia_sovereignty__graded_sovereignty	key_fragile	3	0	6	2
westphalia_sovereignty	westphalia_sovereignty__conditional_responsibility	westphalia_sovereignty__graded_sovereignty	key_fragile	3	0	7	1
westphalian_sovereignty	westphalian_sovereignty__absolute_sovereignty	westphalian_sovereignty__conditional_sovereignty	robustly_binocular	2	1	7	2
westphalian_sovereignty	westphalian_sovereignty__absolute_sovereignty	westphalian_sovereignty__governance_quality_reading	robustly_binocular	1	2	5	2
westphalian_sovereignty	westphalian_sovereignty__absolute_sovereignty	westphalian_sovereignty__graduated_sovereignty	robustly_binocular	3	1	4	1
westphalian_sovereignty	westphalian_sovereignty__absolute_sovereignty	westphalian_sovereignty__r2p_reading	robustly_binocular	3	1	5	1
westphalian_sovereignty	westphalian_sovereignty__conditional_sovereignty	westphalian_sovereignty__governance_quality_reading	key_fragile	3	0	6	2
westphalian_sovereignty	westphalian_sovereignty__conditional_sovereignty	westphalian_sovereignty__graduated_sovereignty	key_fragile	3	0	7	2
westphalian_sovereignty	westphalian_sovereignty__conditional_sovereignty	westphalian_sovereignty__r2p_reading	key_fragile	3	0	8	2
westphalian_sovereignty	westphalian_sovereignty__governance_quality_reading	westphalian_sovereignty__graduated_sovereignty	key_fragile	2	0	7	1
westphalian_sovereignty	westphalian_sovereignty__governance_quality_reading	westphalian_sovereignty__r2p_reading	key_fragile	3	0	6	1
westphalian_sovereignty	westphalian_sovereignty__graduated_sovereignty	westphalian_sovereignty__r2p_reading	robustly_undersampled	4	0	5	0
wto_dsb_authority	wto_dsb_authority__advisory_coordination_reading	wto_dsb_authority__binding_referee_reading	key_fragile	4	0	6	2
wto_dsb_authority	wto_dsb_authority__advisory_coordination_reading	wto_dsb_authority__judicial_activism_reading	key_fragile	2	0	9	3
wto_dsb_authority	wto_dsb_authority__binding_referee_reading	wto_dsb_authority__judicial_activism_reading	key_fragile	3	0	7	2
wto_treaty_framework	wto_treaty_framework__developmental_reading	wto_treaty_framework__market_access_reading	key_fragile	2	0	10	2
zero_as_number_entry	zero_as_number_entry__contingent_thinkability_reading	zero_as_number_entry__hybrid_scaffolding_reading	key_fragile	1	0	11	2
zero_as_number_entry	zero_as_number_entry__contingent_thinkability_reading	zero_as_number_entry__universal_discovery_reading	key_fragile	1	0	8	2
zero_as_number_entry	zero_as_number_entry__hybrid_scaffolding_reading	zero_as_number_entry__universal_discovery_reading	key_fragile	1	0	7	1
