id	eps	supp	tr	chi	mt	ft
marriage_authority_kernel__parsi_communal_reading	0.31	0.42	0.18	0.4246785112046727	tangled_rope	tangled_rope
marriage_authority_kernel__secular_civil_reading	0.31	0.22	0.18	0.4246785112046727	unknown	unknown
marriage_commitment_legitimacy__endogenous_reinterpretation_reading	0.18	0.22	0.08	0.24658752263497122	scaffold	scaffold
marriage_commitment_legitimacy__exogenous_override_reading	0.82	0.76	0.58	1.1233431586704243	snare	snare
marriage_commitment_legitimacy__hybrid_pragmatic_reading	0.58	0.64	0.52	0.7945597951571295	snare	snare
marriage_commitment_reversal__endogenous_reinterpretation_reading	0.62	0.71	0.58	0.8493570224093454	snare	snare
marriage_commitment_reversal__exogenous_override_reading	0.78	0.81	0.62	1.0685459314182089	snare	snare
marriage_commitment_reversal__practice_doctrine_gap	0.82	0.71	0.64	1.1233431586704243	snare	snare
marriage_sacrament__civic_pastoral_reading	0.58	0.52	0.48	0.7945597951571295	tangled_rope	tangled_rope
marriage_sacrament__hierarchical_indissolubility_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
monetary_anchor_principle__overdetermined_composite_reading	0.76	0.62	0.28	1.041147317792101	snare	snare
monetary_anchor_principle__punctuated_swap_reading	0.62	0.41	0.28	0.8493570224093454	tangled_rope	tangled_rope
monetary_anchor_principle__triffin_inevitability_reading	0.05	0.0	0.0	0.0684965340652698	mountain	mountain
monopoly_rulebook__extraction_demo_reading	0.68	0.72	0.18	0.9315528632876693	snare	snare
monopoly_rulebook__social_scaffold_reading	0.38	0.22	0.18	0.5205736588960505	unknown	unknown
monopoly_rulebook__tournament_orthodoxy_reading	0.06	0.02	0.08	0.08219584087832374	scaffold	scaffold
montevideo_statehood_criteria__constitutive_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
montevideo_statehood_criteria__declaratory_reading	0.62	0.58	0.41	0.8493570224093454	unknown	unknown
montevideo_statehood_criteria__hybrid_reading	0.67	0.71	0.42	0.9178535564746153	snare	snare
nafta_jurisdictional_boundary__capital_supremacy_reading	0.78	0.82	0.41	1.0685459314182089	snare	snare
nafta_jurisdictional_boundary__embedded_liberalism_reading	0.58	0.42	0.48	0.7945597951571295	tangled_rope	tangled_rope
nafta_jurisdictional_boundary__sovereignty_primacy_reading	0.28	0.15	0.22	0.3835805907655109	scaffold	tangled_rope
naskh_principle__classical_abrogation	0.68	0.42	0.19	0.9315528632876693	unknown	snare
naskh_principle__contextual_harmonization	0.58	0.42	0.28	0.7945597951571295	tangled_rope	tangled_rope
naskh_principle__progressive_restriction	0.58	0.64	0.42	0.7945597951571295	snare	snare
nicene_christological_kernel__homoiousios_reading	0.62	0.58	0.41	0.8493570224093454	tangled_rope	tangled_rope
nicene_christological_kernel__homoousios_reading	0.78	0.81	0.42	1.0685459314182089	snare	snare
nicene_creed_authority__strict_orthodox_reading	0.68	0.79	0.42	0.9315528632876693	snare	snare
nicene_creed_authority__symbolic_confessional_reading	0.18	0.12	0.22	0.24658752263497122	scaffold	tangled_rope
notability_guidelines__deletionist_reading	0.18	0.22	0.08	0.24658752263497122	scaffold	tangled_rope
notability_guidelines__inclusionist_reading	0.78	0.82	0.41	1.0685459314182089	snare	snare
npt_article_iv_vi_pairing__abolitionist	0.78	0.72	0.41	1.0685459314182089	snare	snare
npt_article_iv_vi_pairing__grand_bargain	0.62	0.71	0.48	0.8493570224093454	snare	snare
npt_article_iv_vi_pairing__nonproliferation_primary	0.68	0.72	0.51	0.9315528632876693	snare	snare
npt_treaty_1970__oligopoly_enforcement_reading	0.68	0.71	0.52	0.9315528632876693	snare	snare
npt_treaty_1970__reciprocal_disarmament_reading	0.62	0.71	0.58	0.8493570224093454	snare	snare
npt_treaty_1970__withdrawal_sovereignty_reading	0.62	0.41	0.22	0.8493570224093454	tangled_rope	tangled_rope
npt_treaty_text__nnws_reading	0.52	0.38	0.41	0.7123639542788058	unknown	piton
npt_treaty_text__nws_reading	0.78	0.71	0.48	1.0685459314182089	snare	snare
npt_treaty_text__withdrawal_threshold_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
nsl_legal_text__democratic_enclosure_reading	0.89	0.91	0.68	1.2192383063618022	snare	snare
nsl_legal_text__jurisdictional_capture_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
nsl_legal_text__sovereignty_restoration_reading	0.56	0.68	0.42	0.7671611815310218	snare	snare
nuclear_impossibility_kernel__credibility_paradox_reading	0.62	0.58	0.71	0.8493570224093454	tangled_rope	tangled_rope
nuclear_impossibility_kernel__rational_dropout_reading	0.15	0.22	0.41	0.20548960219580936	scaffold	scaffold
nuclear_impossibility_kernel__structural_contraction_reading	0.15	0.08	0.12	0.20548960219580936	scaffold	scaffold
one_country_two_systems_framework__autonomy_primacy_reading	0.35	0.28	0.19	0.47947573845688846	unknown	unknown
one_country_two_systems_framework__balanced_coexistence_reading	0.42	0.38	0.28	0.5753708861482661	unknown	unknown
one_country_two_systems_framework__sovereignty_primacy_reading	0.81	0.88	0.42	1.1096438518573708	snare	snare
orthographic_kernel__continuity_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
orthographic_kernel__modernization_reading	0.48	0.52	0.31	0.6575667270265899	tangled_rope	tangled_rope
orthographic_kernel__rupture_reading	0.89	0.87	0.22	1.2192383063618022	snare	snare
orthographic_legitimacy_kernel__continuity_reading	0.15	0.28	0.42	0.20548960219580936	rope	tangled_rope
orthographic_legitimacy_kernel__instrumentalist_reading	0.58	0.62	0.28	0.7945597951571295	snare	snare
orthographic_legitimacy_kernel__modernist_reading	0.81	0.76	0.42	1.1096438518573708	snare	snare
ost_article_ii_non_appropriation__commons_conservation	0.68	0.72	0.41	0.9315528632876693	snare	snare
ost_article_ii_non_appropriation__extraction_permissive	0.78	0.71	0.42	1.0685459314182089	snare	snare
ost_article_ii_non_appropriation__international_regime	0.58	0.42	0.67	0.7945597951571295	unknown	snare
paris_article_4_ndc__equity_reading	0.48	0.62	0.41	0.6575667270265899	tangled_rope	tangled_rope
paris_article_4_ndc__sovereigntist_reading	0.32	0.18	0.41	0.4383778180177267	unknown	unknown
paris_article_4_ndc__supranational_reading	0.81	0.72	0.28	1.1096438518573708	snare	snare
performance_legitimacy__livelihood_security_reading	0.62	0.38	0.28	0.8493570224093454	unknown	snare
performance_legitimacy__qualitative_development_reading	0.68	0.62	0.41	0.9315528632876693	snare	snare
performance_legitimacy__quantitative_growth_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
performance_legitimacy__techno_nationalist_reading	0.68	0.72	0.48	0.9315528632876693	snare	snare
permissive_license_text__commons_coordination_reading	0.12	0.08	0.15	0.16439168175664748	scaffold	rope
permissive_license_text__copyleft_counterfactual_reading	0.68	0.52	0.28	0.9315528632876693	unknown	snare
permissive_license_text__corporate_moat_reading	0.68	0.52	0.41	0.9315528632876693	unknown	snare
personhood_boundary__birth_threshold_reading	0.31	0.28	0.12	0.4246785112046727	unknown	unknown
personhood_boundary__fitness_contingent_reading	0.89	0.91	0.42	1.2192383063618022	snare	snare
personhood_boundary__potential_based_reading	0.68	0.71	0.44	0.9315528632876693	snare	snare
plural_marriage_mandate__endogenous_reinterpretation_reading	0.38	0.45	0.52	0.5205736588960505	unknown	unknown
plural_marriage_mandate__exogenous_override_reading	0.87	0.91	0.68	1.1918396927356942	snare	snare
plural_marriage_mandate__institutional_pragmatism_reading	0.68	0.79	0.71	0.9315528632876693	snare	snare
preparedness_commitment__competence_reading	0.28	0.12	0.15	0.3835805907655109	unknown	unknown
preparedness_commitment__husk_reading	0.62	0.71	0.78	0.8493570224093454	snare	snare
preparedness_commitment__hybrid_reading	0.58	0.42	0.48	0.7945597951571295	tangled_rope	tangled_rope
preparedness_persistence__competence_reading	0.08	0.12	0.18	0.10959445450443167	scaffold	scaffold
preparedness_persistence__husk_reading	0.62	0.58	0.71	0.8493570224093454	unknown	snare
preparedness_persistence__hybrid_reading	0.62	0.58	0.61	0.8493570224093454	tangled_rope	tangled_rope
preparedness_retention__competence_reading	0.28	0.15	0.22	0.3835805907655109	scaffold	tangled_rope
preparedness_retention__husk_reading	0.68	0.62	0.76	0.9315528632876693	snare	snare
preparedness_retention__hybrid_reading	0.62	0.41	0.68	0.8493570224093454	tangled_rope	tangled_rope
preparedness_transmission__competence_reading	0.28	0.15	0.22	0.3835805907655109	scaffold	tangled_rope
preparedness_transmission__husk_reading	0.62	0.71	0.68	0.8493570224093454	snare	snare
preparedness_transmission__hybrid_reading	0.48	0.41	0.62	0.6575667270265899	tangled_rope	tangled_rope
press_reformation_causality__co_constitution	0.58	0.71	0.42	0.7945597951571295	snare	snare
press_reformation_causality__technological_determinism	0.22	0.08	0.12	0.30138474988718705	scaffold	scaffold
press_reformation_causation__technological_determinism	0.12	0.05	0.08	0.16439168175664748	mountain	tangled_rope
price_formation_kernel__financialization_reading	0.78	0.71	0.38	1.0685459314182089	snare	snare
price_formation_kernel__georgist_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
price_formation_kernel__institutional_reading	0.67	0.71	0.42	0.9178535564746153	snare	snare
price_formation_kernel__naturalist_reading	0.0	0.0	0.0	0.0	mountain	mountain
provincial_sovereignty_boundary__compact_federalism	0.48	0.52	0.41	0.6575667270265899	tangled_rope	tangled_rope
provincial_sovereignty_boundary__constitutional_subordination	0.68	0.72	0.42	0.9315528632876693	snare	snare
provincial_sovereignty_boundary__resource_sovereignty_primacy	0.68	0.72	0.41	0.9315528632876693	snare	snare
public_health_mandate_authority__bodily_autonomy_primary	0.88	0.91	0.22	1.2055389995487482	snare	snare
public_health_mandate_authority__proportionality_reading	0.58	0.62	0.28	0.7945597951571295	snare	snare
public_health_mandate_authority__public_health_primary	0.68	0.72	0.41	0.9315528632876693	snare	snare
qualified_immunity_doctrine__accountability_void_reading	0.91	0.88	0.62	1.2466369199879102	snare	snare
qualified_immunity_doctrine__constitutional_fidelity_reading	0.68	0.71	0.52	0.9315528632876693	snare	snare
quantum_formalism__copenhagen_reading	0.68	0.72	0.44	0.9315528632876693	snare	tangled_rope
quantum_formalism__many_worlds_reading	0.58	0.42	0.31	0.7945597951571295	unknown	unknown
quantum_formalism__pilot_wave_reading	0.31	0.18	0.22	0.4246785112046727	scaffold	tangled_rope
quran_9_5_scope__abrogating_universal	0.88	0.92	0.12	1.2055389995487482	snare	snare
quran_9_5_scope__contextual_defensive	0.28	0.15	0.12	0.3835805907655109	scaffold	tangled_rope
quran_9_5_scope__progressive_synthesis	0.18	0.12	0.08	0.24658752263497122	rope	tangled_rope
quran_hadith_substrate__reformist_ijtihad	0.42	0.38	0.28	0.5753708861482661	unknown	unknown
quran_hadith_substrate__state_hybrid	0.38	0.52	0.61	0.5205736588960505	tangled_rope	tangled_rope
quran_hadith_substrate__traditionalist_taqlid	0.68	0.79	0.42	0.9315528632876693	snare	snare
quran_ontological_status__created_reading	0.62	0.45	0.28	0.8493570224093454	unknown	unknown
quran_ontological_status__state_enforced_creation_reading	0.82	0.91	0.28	1.1233431586704243	snare	snare
quran_ontological_status__uncreated_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
quranic_gender_verses__contextual_egalitarian	0.62	0.71	0.48	0.8493570224093454	snare	snare
quranic_gender_verses__literal_hierarchical	0.82	0.79	0.28	1.1233431586704243	snare	snare
quranic_gender_verses__progressive_abrogation	0.88	0.76	0.42	1.2055389995487482	snare	snare
qwerty_persistence__incumbent_preservation_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
qwerty_persistence__lapsed_alternatives_reading	0.28	0.12	0.05	0.3835805907655109	scaffold	tangled_rope
qwerty_persistence_inevitability__path_dependency_reading	0.18	0.12	0.05	0.2484043994746921	rope	rope
qwerty_persistence_inevitability__strategic_lock_in_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
qwerty_persistence_mechanism__beneficiary_extraction_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
qwerty_persistence_mechanism__lock_in_reading	0.31	0.18	0.12	0.42780757687308085	unknown	unknown
qwerty_persistence_mechanism__naturalization_reading	0.12	0.08	0.05	0.16560293298312803	rope	rope
rbio_practice_norm_complex__hegemonic_extraction_reading	0.79	0.71	0.58	1.0822452382312628	snare	snare
rbio_practice_norm_complex__liberal_institutional_reading	0.58	0.62	0.41	0.7945597951571295	snare	snare
rbio_practice_norm_complex__sovereignty_maximalist_reading	0.78	0.72	0.41	1.0685459314182089	snare	snare
reading_acquisition_legitimacy__balanced_literacy_integration	0.38	0.29	0.22	0.5205736588960505	unknown	unknown
reading_acquisition_legitimacy__phonics_decoding_primacy	0.58	0.62	0.41	0.7945597951571295	snare	snare
reading_acquisition_legitimacy__structured_literacy_remediation	0.62	0.71	0.48	0.8493570224093454	snare	snare
reading_acquisition_mechanism__balanced_literacy_reading	0.58	0.62	0.48	0.7945597951571295	snare	snare
reading_acquisition_mechanism__phonics_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
reading_acquisition_mechanism__whole_language_reading	0.67	0.72	0.58	0.9178535564746153	snare	snare
reformation_composite__political_realignment_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
reformation_composite__technological_mediation_reading	0.18	0.12	0.05	0.24658752263497122	scaffold	rope
reformation_composite__theological_fragmentation_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
reformation_event_boundary__composite_overdetermination_reading	0.58	0.62	0.41	0.7945597951571295	snare	snare
reformation_event_boundary__political_swap_reading	0.78	0.71	0.62	1.0685459314182089	snare	snare
reformation_event_boundary__theological_climb_reading	0.31	0.18	0.08	0.4246785112046727	scaffold	scaffold
refugee_convention_text__procedural_integrity_reading	0.38	0.42	0.28	0.5205736588960505	tangled_rope	tangled_rope
refugee_convention_text__restrictive_sovereignty_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
remonstrance_authority__crown_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
remonstrance_authority__magistrate_reading	0.68	0.72	0.42	0.9315528632876693	snare	snare
rfc9293_tcp_specification__middlebox_realism_reading	0.68	0.71	0.42	0.5303999999999999	tangled_rope	tangled_rope
rfc9293_tcp_specification__optimization_latitude_reading	0.18	0.12	0.08	0.24658752263497122	scaffold	tangled_rope
rfc9293_tcp_specification__strict_invariance_reading	0.12	0.08	0.18	0.16439168175664748	scaffold	scaffold
rogers_commission_findings__actuarial_risk_acceptance	0.68	0.71	0.58	0.9315528632876693	snare	snare
rogers_commission_findings__engineering_absolute_threshold	0.19	0.92	0.08	0.2602868294480252	scaffold	tangled_rope
rogers_commission_findings__management_compliance_narrative	0.68	0.71	0.58	0.9315528632876693	snare	snare
rome_statute_jurisdiction__hybrid_complementarity_reading	0.41	0.29	0.38	0.5616715793352122	unknown	unknown
rome_statute_jurisdiction__sovereigntist_reading	0.38	0.22	0.18	0.5205736588960505	unknown	piton
rome_statute_jurisdiction__universalist_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
sacrifice_commandment__archive_maintenance	0.48	0.22	0.58	0.6575667270265899	unknown	snare
sacrifice_commandment__performance_only	0.81	0.72	0.68	1.1096438518573708	snare	snare
sacrifice_commandment__study_as_performance	0.0	0.0	0.0	0.0	mountain	tangled_rope
sacrifice_obligation_continuity__archival_preservation	0.0	0.0	0.0	0.0	mountain	tangled_rope
sacrifice_obligation_continuity__messianic_suspension	0.48	0.32	0.58	0.6575667270265899	unknown	snare
sacrifice_obligation_continuity__performance_only	0.82	0.71	0.68	1.1233431586704243	snare	snare
sacrifice_obligation_continuity__study_as_performance	0.18	0.12	0.08	0.24658752263497122	scaffold	tangled_rope
sacrifice_obligation_kernel__messianic_suspension_reading	0.15	0.12	0.08	0.20548960219580936	scaffold	tangled_rope
sacrifice_obligation_kernel__performance_only_reading	0.89	0.72	0.68	1.2192383063618022	snare	snare
sacrifice_obligation_kernel__study_as_exercise_reading	0.0	0.0	0.0	0.0	scaffold	rope
sacrifice_obligation_kernel__symbolic_archive_reading	0.0	0.0	0.0	0.0	scaffold	scaffold
salic_prohibition__cognatic_reversion_reading	0.62	0.71	0.48	0.8493570224093454	snare	snare
salic_prohibition__immutable_mandate_reading	0.68	0.76	0.42	0.9315528632876693	snare	tangled_rope
salic_prohibition__sovereign_override_reading	0.62	0.71	0.48	0.8493570224093454	snare	snare
script_as_identity__kemalist_rupture_reading	0.62	0.71	0.48	0.8493570224093454	snare	snare
script_as_identity__ottoman_continuity_reading	0.68	0.79	0.42	0.9315528632876693	snare	snare
script_as_identity__phonetic_instrumentalism_reading	0.18	0.22	0.67	0.24658752263497122	scaffold	tangled_rope
secession_legitimacy_boundary__grievance_threshold_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
secession_legitimacy_boundary__popular_sovereignty_reading	0.68	0.76	0.42	0.9315528632876693	snare	snare
secession_legitimacy_boundary__treaty_primacy_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
second_amendment_arms_right__civic_republican_reading	0.38	0.42	0.28	0.5205736588960505	tangled_rope	tangled_rope
second_amendment_arms_right__collective_right_reading	0.38	0.25	0.22	0.5205736588960505	unknown	unknown
second_amendment_arms_right__individual_right_reading	0.58	0.47	0.29	0.7945597951571295	unknown	unknown
second_amendment_boundary__individual_right_reading	0.68	0.72	0.44	0.9315528632876693	snare	snare
second_amendment_boundary__insurrectionist_reading	0.68	0.72	0.48	0.9315528632876693	snare	snare
second_amendment_boundary__militia_conditioned_reading	0.68	0.45	0.22	0.9315528632876693	unknown	snare
second_amendment_scope__civic_right_reading	0.48	0.31	0.22	0.6575667270265899	unknown	snare
second_amendment_scope__collective_right_reading	0.28	0.42	0.31	0.3835805907655109	scaffold	tangled_rope
second_amendment_scope__individual_right_reading	0.68	0.42	0.28	0.9315528632876693	unknown	unknown
second_amendment_text__collective_security_reading	0.62	0.58	0.31	0.8493570224093454	tangled_rope	tangled_rope
second_amendment_text__individual_right_reading	0.58	0.62	0.41	0.7945597951571295	snare	snare
second_amendment_text__originalist_civic_virtue_reading	0.31	0.22	0.18	0.4246785112046727	scaffold	tangled_rope
separation_of_powers_text__formalist_reading	0.82	0.88	0.41	1.1233431586704243	snare	tangled_rope
separation_of_powers_text__functionalist_reading	0.38	0.22	0.18	0.5205736588960505	unknown	unknown
separation_of_powers_text__unitary_executive_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
sex_gender_category__biology_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
sex_gender_category__hybrid_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
shinbutsu_coexistence_commitment__domain_partition_reading	0.38	0.42	0.51	0.5205736588960505	unknown	unknown
shinbutsu_coexistence_commitment__incoherent_bundle_reading	0.62	0.71	0.68	0.8493570224093454	snare	snare
shinbutsu_coexistence_commitment__syncretic_fusion_reading	0.58	0.72	0.48	0.7945597951571295	snare	snare
shinbutsu_ontological_commitment__partition_reading	0.28	0.19	0.42	0.3835805907655109	scaffold	piton
shinbutsu_ontological_commitment__syncretic_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
shinbutsu_ontological_substrate__domain_partition_reading	0.31	0.42	0.48	0.4246785112046727	scaffold	tangled_rope
shinbutsu_ontological_substrate__incoherent_bundle_reading	0.68	0.71	0.58	0.9315528632876693	snare	snare
shinbutsu_ontological_substrate__syncretic_fusion_reading	0.31	0.28	0.12	0.4246785112046727	unknown	unknown
simultaneous_veneration__domain_partition_reading	0.12	0.08	0.15	0.16439168175664748	scaffold	rope
simultaneous_veneration__ontological_fusion_reading	0.82	0.71	0.58	1.1233431586704243	snare	snare
simultaneous_veneration__pragmatic_incoherence_reading	0.72	0.68	0.79	0.9863500905398849	snare	snare
software_control_legitimacy__commons_reading	0.48	0.38	0.22	0.6575667270265899	unknown	snare
software_control_legitimacy__freedom_imperative_reading	0.82	0.71	0.28	1.1233431586704243	snare	snare
software_control_legitimacy__pragmatic_openness_reading	0.22	0.15	0.08	0.30138474988718705	scaffold	tangled_rope
software_control_legitimacy__property_rights_reading	0.62	0.71	0.28	0.8493570224093454	snare	snare
software_source_status__freedom_imperative_reading	0.88	0.76	0.42	1.2055389995487482	snare	snare
software_source_status__pragmatic_development_reading	0.31	0.18	0.22	0.4246785112046727	scaffold	tangled_rope
software_source_status__property_rights_reading	0.68	0.72	0.42	0.9315528632876693	snare	snare
software_source_status__utilitarian_hybrid_reading	0.38	0.22	0.18	0.5205736588960505	unknown	unknown
sovereign_legitimacy__constitutional_hybrid_reading	0.38	0.42	0.51	0.5205736588960505	tangled_rope	tangled_rope
sovereign_legitimacy__monarchical_reading	0.78	0.86	0.62	1.0685459314182089	snare	snare
sovereign_legitimacy__republican_reading	0.42	0.38	0.28	0.5753708861482661	unknown	unknown
speech_harm_boundary__absolutist_reading	0.68	0.52	0.21	0.9315528632876693	unknown	unknown
speech_harm_boundary__dignity_reading	0.68	0.72	0.28	0.9315528632876693	snare	snare
speech_harm_boundary__harm_balancing_reading	0.48	0.62	0.41	0.6575667270265899	tangled_rope	tangled_rope
speech_protection_boundary__absolutist_reading	0.68	0.41	0.28	0.9315528632876693	unknown	snare
speech_protection_boundary__balancing_reading	0.62	0.48	0.41	0.8493570224093454	tangled_rope	tangled_rope
speech_protection_boundary__harm_limited_reading	0.68	0.71	0.42	0.9315528632876693	snare	snare
speech_protection_kernel__democratic_participation_reading	0.38	0.29	0.18	0.5205736588960505	unknown	unknown
speech_protection_kernel__dignity_reading	0.62	0.71	0.48	0.8493570224093454	snare	snare
speech_protection_kernel__harm_threshold_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
speech_protection_kernel__marketplace_reading	0.58	0.62	0.41	0.7945597951571295	snare	snare
state_commitment_installation_mechanism__endogenous_climb_reading	0.38	0.22	0.15	0.5205736588960505	unknown	piton
state_commitment_installation_mechanism__exogenous_imposition_reading	0.68	0.76	0.42	0.9315528632876693	snare	snare
state_commitment_installation_mechanism__hybrid_cascade_reading	0.58	0.62	0.41	0.7945597951571295	snare	snare
state_execution_authority__abolition_reading	0.91	0.88	0.42	1.2466369199879102	snare	snare
state_execution_authority__deterrence_reading	0.62	0.71	0.28	0.8493570224093454	snare	snare
state_execution_authority__retributive_reading	0.68	0.72	0.48	0.9315528632876693	snare	snare
state_killing_authority__categorical_abolition	0.31	0.42	0.18	0.4246785112046727	unknown	unknown
state_killing_authority__deterrence_instrument	0.68	0.72	0.41	0.9315528632876693	snare	snare
state_killing_authority__retributive_desert	0.68	0.72	0.41	0.9315528632876693	snare	snare
state_killing_legitimacy__deterrence_reading	0.62	0.71	0.48	0.8493570224093454	snare	snare
state_killing_legitimacy__retributive_reading	0.68	0.72	0.42	0.9315528632876693	snare	snare
statute_of_anne_ip_foundation__conceptual_emergence_reading	0.38	0.22	0.08	0.5205736588960505	unknown	unknown
statute_of_anne_ip_foundation__institutional_reallocation_reading	0.38	0.22	0.15	0.5205736588960505	unknown	unknown
statutory_debt_ceiling__constitutional_nullity_reading	0.0	0.0	0.95	0.0	mountain	tangled_rope
statutory_debt_ceiling__extraction_snare_reading	0.81	0.72	0.38	1.1096438518573708	snare	snare
stone_land_use_rule__behavioral_competence	0.28	0.15	0.12	0.3835805907655109	scaffold	tangled_rope
stone_land_use_rule__commemorative_husk	0.71	0.38	0.82	0.9726507837268309	unknown	snare
structural_adjustment_conditionalities__creditor_coordination_reading	0.58	0.62	0.28	0.7945597951571295	snare	snare
structural_adjustment_conditionalities__debtor_extraction_reading	0.87	0.91	0.62	1.1918396927356942	snare	snare
structural_adjustment_conditionalities__hybrid_selectivity_reading	0.71	0.78	0.44	0.9726507837268309	snare	snare
substance_control_authority__harm_reduction_reading	0.58	0.42	0.28	0.7945597951571295	tangled_rope	tangled_rope
substance_control_authority__legalization_reading	0.42	0.28	0.18	0.5753708861482661	unknown	unknown
substance_control_authority__prohibition_reading	0.76	0.81	0.42	1.041147317792101	snare	snare
substance_control_kernel__harm_reduction_reading	0.62	0.48	0.31	0.8493570224093454	tangled_rope	tangled_rope
substance_control_kernel__legalization_reading	0.61	0.34	0.28	0.8356577155962914	unknown	unknown
substance_control_kernel__prohibition_reading	0.82	0.79	0.41	1.1233431586704243	snare	snare
substance_control_legitimacy__harm_reduction_reading	0.52	0.41	0.38	0.7123639542788058	tangled_rope	tangled_rope
substance_control_legitimacy__legalization_reading	0.68	0.52	0.41	0.9315528632876693	unknown	snare
substance_control_legitimacy__prohibition_reading	0.81	0.88	0.42	1.1096438518573708	snare	snare
supermajority_threshold__adaptive_gradient_reading	0.38	0.22	0.18	0.5205736588960505	unknown	unknown
supermajority_threshold__consensus_safeguard_reading	0.28	0.12	0.08	0.3835805907655109	scaffold	piton
supermajority_threshold__minoritarian_veto_reading	0.78	0.81	0.42	1.0685459314182089	snare	snare
takings_clause_boundary__categorical_takings_reading	0.58	0.41	0.22	0.7945597951571295	tangled_rope	tangled_rope
takings_clause_boundary__physical_appropriation_reading	0.68	0.45	0.22	0.9315528632876693	unknown	snare
takings_clause_boundary__regulatory_takings_reading	0.68	0.52	0.41	0.9315528632876693	unknown	snare
tcp_ip_interpretation__neutrality_reading	0.38	0.52	0.41	0.5205736588960505	unknown	unknown
tcp_ip_interpretation__prioritization_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
tcp_ip_interpretation__zero_rating_reading	0.68	0.61	0.42	0.9315528632876693	snare	snare
technology_legitimacy_kernel__precautionary_reading	0.68	0.62	0.41	0.9315528632876693	snare	snare
technology_legitimacy_kernel__reliability_primacy_reading	0.68	0.52	0.41	0.9315528632876693	unknown	snare
technology_legitimacy_kernel__velocity_primacy_reading	0.67	0.58	0.42	0.9178535564746153	unknown	snare
technology_reformation_causality__beneficiary_agency_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
technology_reformation_causality__co_constitution_reading	0.38	0.22	0.18	0.5205736588960505	unknown	unknown
technology_reformation_causality__technological_determinism_reading	0.15	0.08	0.02	0.20548960219580936	scaffold	rope
temple_sacrifice_commitment__hybrid_preparatory	0.58	0.42	0.48	0.7945597951571295	tangled_rope	tangled_rope
temple_sacrifice_commitment__performance_only	0.18	0.12	0.71	0.24658752263497122	rope	tangled_rope
temple_sacrifice_commitment__study_as_exercise	0.0	0.0	0.0	0.0	mountain	tangled_rope
temple_sacrifice_commitment__symbolic_transformation	0.68	0.72	0.41	0.9315528632876693	snare	snare
temple_sacrifice_obligation__messianic_suspension	0.08	0.12	0.45	0.10959445450443167	scaffold	rope
temple_sacrifice_obligation__study_as_archiving	0.58	0.41	0.62	0.7945597951571295	tangled_rope	tangled_rope
temple_sacrifice_obligation__study_as_occupation	0.12	0.08	0.22	0.16439168175664748	scaffold	scaffold
tenure_contract__academic_freedom_reading	0.28	0.15	0.12	0.3835805907655109	unknown	unknown
tenure_contract__demographic_reproduction_reading	0.71	0.78	0.48	0.9726507837268309	snare	snare
tenure_contract__institutional_extraction_reading	0.78	0.72	0.48	1.0685459314182089	snare	snare
territorial_legitimacy__indigenous_continuity_reading	0.88	0.91	0.42	1.2055389995487482	snare	snare
territorial_legitimacy__partition_reading	0.62	0.71	0.48	0.8493570224093454	snare	snare
territorial_legitimacy__security_necessity_reading	0.68	0.76	0.52	0.9315528632876693	snare	snare
territorial_legitimacy_dual__palestinian_autochthony_reading	0.89	0.87	0.42	1.2192383063618022	snare	snare
territorial_legitimacy_dual__two_state_coexistence_reading	0.58	0.71	0.62	0.7945597951571295	snare	snare
territorial_legitimacy_dual__zionist_refuge_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
territorial_sovereignty_legitimacy__covenant_continuity_reading	0.68	0.72	0.41	0.9315528632876693	snare	snare
territorial_sovereignty_legitimacy__existential_matrix_reading	0.89	0.91	0.62	1.2192383063618022	snare	snare
territorial_sovereignty_legitimacy__self_determination_reading	0.82	0.79	0.41	1.1233431586704243	snare	snare
